AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_TYPE,PUB_PUBLISHER,PUB_ISBN,PUB_DOI,PUB_CITATIONS,JOU_RATING_VHB,JOU_RATING_SCIMAGO,UPDATED,PUB_AUTHORS_LIST
Oliver Rettig,Definition of anatomical zero positions for assessing shoulder pose with 3D motion capture during bilateral abduction of the arms,2015,"Rettig, Oliver; Krautwurst, Britta K..; Maier, Michael W.; Wolf, Sebastian I.",JournalArticle,,,DOI: http://www.ncbi.nlm.nih.gov/pubmed/26646907,,,,,"['Oliver Rettig', 'Britta K.. Krautwurst', 'Michael W. Maier', 'Sebastian I. Wolf']"
,Potenziale des ILIAS-PlugIns „UserDefaults“,2015,"Samoila, Oliver",UnpublishedWork,,,,,,,,['Oliver Samoila']
,ePortfolios im Propädeutikum Mathematik,2015,"Samoila, Oliver",JournalArticle,,,,,,,,['Oliver Samoila']
,Anleitung zur Sprechstundenverwaltung in ILIAS 4.4,2015,"Samoila, Oliver; Lauterberg, Marius",UnpublishedWork,,,,,,,,"['Oliver Samoila', 'Marius Lauterberg']"
,Brücken bauen: Vom Dateiupload zu komplexen didaktischen Szenarien,,"Schäffer, Dennis; Osterhagen, Tanja; Mersch, André",Unknown,,,DOI: https://doi.org/10.13140/RG.2.1.2131.7841,,,,,"['Dennis Schäffer', 'Tanja Osterhagen', 'André Mersch']"
,„Schlichtung von Streitigkeiten unter Familiengesellschaftern“,2015,"Schindler, Darius Oliver",Unknown,,,,,,,,['Darius Oliver Schindler']
Dietmar Schorr,Den Abrieb im Blick und dem Verschleiß auf der Spur,2015,"Schorr, Dietmar",JournalArticle,,,,,,,,['Dietmar Schorr']
Dietmar Schorr,Tribologische Analysen am Wälzkontakt und deren funktionale Auswirkungen,2015,"Schorr, Dietmar",JournalArticle,,,,,,,,['Dietmar Schorr']
,Biographiegestaltung vom Beruf in die Hochschule – Motive und Erwartungen von Studierenden mit beruflicher Qualifikation und die Auswirkungen auf die persönliche und berufsbiographische Identitätsarbeit,2015,"Schreiber, Anne",JournalArticle,,,,,,,,['Anne Schreiber']
,Studieren mit beruflicher Qualifikation – Weiterentwicklung universitärer Beratung,2015,"Schreiber, Anne; Fischer, Martin",ContributionBookEdited,,,,,,,,"['Anne Schreiber', 'Martin Fischer']"
,Peptoid-ligated pentadecanuclear yttrium and dysprosium hydroxy clusters,2015,"Thielemann, Dominique T.; Wagner, Anna T.; Lan, Yanhua; Oña-Burgos, Pascual; Fernández, Ignacio; Rösch, Esther S.; Kölmel, Dominik K.; Powell, Annie K.; Bräse, Stefan; Roesky, Peter W.",JournalArticle,,,DOI: http://www.ncbi.nlm.nih.gov/pubmed/25483296,,,,,"['Dominique T. Thielemann', 'Anna T. Wagner', 'Yanhua Lan', 'Pascual Oña-Burgos', 'Ignacio Fernández', 'Esther S. Rösch', 'Dominik K. Kölmel', 'Annie K. Powell', 'Stefan Bräse', 'Peter W. Roesky']"
Christiane Weiland,Indirekte Liquiditätskosten: Notwendigkeit der Verrechnung,2015,"Weiland, Christiane; Schneider, Julia; Holm, Hans-Jürgen",JournalArticle,,,,,,,,"['Christiane Weiland', 'Julia Schneider', 'Hans-Jürgen Holm']"
Christiane Weiland,Liquiditätsrisikokosten : mögliche Konzepte zur Verrechnung von Kosten der Liquiditätsbevorratung,2015,"Weiland, Christiane; Schneider, Julia; Holm, Hans-Jürgen",JournalArticle,,,,,,,,"['Christiane Weiland', 'Julia Schneider', 'Hans-Jürgen Holm']"
,Auswertung der Umfrage zur Verbreitung des neuen Personalausweises und elektronischer Signaturen,2015,"Wingerter, Bernd",UnpublishedWork,,,,,,,,['Bernd Wingerter']
,STACK-Workshop für Autoren an der DHBW Karlsruhe,2015,"Wingerter, Bernd",Unknown,,,,,,,,['Bernd Wingerter']
,STACK-Workshop für Autoren an der DHBW Karlsruhe,,"Wingerter, Bernd",Unknown,,,,,,,,['Bernd Wingerter']
,"The 4st Workshop on Child, Computer and Interaction, WOCCI 2014,  Singapore, September 19, 2014",2014,,ConferenceProceedings,ISCA,,,,,,,['']
,"A Database of Freely Written Texts of German School Students for the Purpose of Automatic Spelling Error Classification and Evaluation (LREC-2014), Reykjavik, Iceland, May 26-31, 2014",2014,"Berkling, Kay; Fay, Johanna; Ghayoomi, Masood; Hein, Katrin; Lavalley, Rémi; Linhuber, Ludwig; Stüker, Sebastian",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Johanna Fay', 'Masood Ghayoomi', 'Katrin Hein', 'Rémi Lavalley', 'Ludwig Linhuber', 'Sebastian Stüker']"
,Exploring Phonics for German,2014,"Berkling, Kay; Pflaumer, Nadine",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Nadine Pflaumer']"
,"Phontasia - a phonics trainer for German spelling in primary education  Singapore, September 19, 2014",2014,"Berkling, Kay; Pflaumer, Nadine",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Nadine Pflaumer']"
,Der phonologische Zugang zur Schrift im Deutschen,2014,"Berkling, Kay; Reichel, Uwe",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Uwe Reichel']"
,Untersuchung der Eignung von Fibeln für einen systematischen Schriftsprach-erwerb ‐ Analyse von Fibeltexten durch automatische Sprach-verarbeitungsmethoden,2014,"Berkling, Kay; Reichel, Uwe; Lavalley, Rémi",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Uwe Reichel', 'Rémi Lavalley']"
,Looking for Usage Patterns in e-Learning Platforms - A Step Towards Adaptive Environments,2014,"Berkling, Kay; Thomas, Christoph",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Christoph Thomas']"
,Kurzbericht zur Evaluation des Vorkurses Mathematik 2014,2014,"Bird, Anja",UnpublishedWork,,,,,,,,['Anja Bird']
Frank Borowicz,"Earn-Out: Grundgedanke, Ausgestaltung und Einbettung in die Transaktion",2014,"Borowicz, Frank",JournalArticle,,,,,,,,['Frank Borowicz']
Frank Borowicz,Mergers & Aquisitions: heiße Zeit für die Finanzkommunikation,2014,"Borowicz, Frank",JournalArticle,,,,,,,,['Frank Borowicz']
Frank Borowicz,Die Ermittlung des betriebsnotwendigen Kapitals -  ein Problem in der Berechnung kalkulatorischer Kapitalkosten,2014,"Borowicz, Frank; Dick, M.",ContributionBookEdited,,,,,,,,"['Frank Borowicz', 'M. Dick']"
Roland Küstermann,eKlausuren in der angewandten Mathematik – Herausforderungen und Lösungen,2014,"Daniel, Manfred; Köcher, Nadine; Küstermann, Roland",ContributionBookEdited,,,,,,,,"['Manfred Daniel', 'Nadine Köcher', 'Roland Küstermann']"
,Ilias & Mathematik,2014,"Derr, Katja; Köcher, Nadine",Unknown,Mathematisches Institut der Universität Göttingen,,,,,,,"['Katja Derr', 'Nadine Köcher']"
,Tagungsband zum Tag der Lehre in Mosbach,2014,Duale Hochschule Baden-Württemberg,ContributionUnpublishedWork,,,,,,,,['Duale Hochschule Baden-Württemberg']
Ulf-Daniel Ehlers,Open Learning Cultures. A Guide to Quality Evaluation and Assessment for Future Learning,2014,"Ehlers, Ulf-Daniel",Book,Springer,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Enhancing the experience of online users of open education,2014,"Ehlers, Ulf-Daniel; Bagucanskyte, Migle; Bick, Markus; Hudak, Raimund; Jarour, Safa'a Abu; Makropoulos, Constantin; Pappa, Dimitra; Pawlowski, Jan Martin; Pirkkalainen, Henri; Pitsilis, Vassilis; Tannhauser, Anne-Christin; Trepulė, Elena; Vidalis, Aristedes; Volungevičienė, Airina",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Migle Bagucanskyte', 'Markus Bick', 'Raimund Hudak', ""Safa'a Abu Jarour"", 'Constantin Makropoulos', 'Dimitra Pappa', 'Jan Martin Pawlowski', 'Henri Pirkkalainen', 'Vassilis Pitsilis', 'Anne-Christin Tannhauser', 'Elena Trepulė', 'Aristedes Vidalis', 'Airina Volungevičienė']"
Ulf-Daniel Ehlers,Qualitätsbericht der DHBW,2014,"Ehlers, Ulf-Daniel; Leisener, Friederike; Scheibach, Jana",JournalArticle,,,,,,,,"['Ulf-Daniel Ehlers', 'Friederike Leisener', 'Jana Scheibach']"
Ulf-Daniel Ehlers,If we open it – Will They Come? Towards a New OER Logic Model,2014,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Perspectives on MOOC quality,2014,"Ehlers, Ulf-Daniel; Creelman, Alistair; Ossiannilsson, Ebba",JournalArticle,,,,,,,,"['Ulf-Daniel Ehlers', 'Alistair Creelman', 'Ebba Ossiannilsson']"
Ulf-Daniel Ehlers,Changing the trajectory,2014,"Ehlers, Ulf-Daniel; Crelman, Alistair; Shamarina-Heidenreich, Tatiana; Stracke, Christian M.",Book,Logos,,,,,,,"['Ulf-Daniel Ehlers', 'Alistair Crelman', 'Tatiana Shamarina-Heidenreich', 'Christian M. Stracke']"
Ulf-Daniel Ehlers,Forschung neu aufgelegt,2014,"Ehlers, Ulf-Daniel; Bartschat, Daniel; Locker-Grütchen, Oliver",JournalArticle,,,,,,,,"['Ulf-Daniel Ehlers', 'Daniel Bartschat', 'Oliver Locker-Grütchen']"
Ulf-Daniel Ehlers,State of the Art Review of Quality Issues Related to Open Educational Resources (OER),2014,"Ehlers, Ulf-Daniel; Camilleri, Anthony F.; Pawlowski, Jan Martin",Book,European Commission,,,,,,,"['Ulf-Daniel Ehlers', 'Anthony F. Camilleri', 'Jan Martin Pawlowski']"
,Zwei Perspektiven auf Rechtschreibung: Sprachdidaktik und Computerlinguistik entwickeln ein Instrument zur Rechtschreibdiagnostik,2014,"Fay, Johanna; Berkling, Kay; Stüker, Sebastian; Ghayoomi, Masood; Hein, Katrin; Lavalley, Rémi",ContributionConferenceProceedings,,,,,,,,"['Johanna Fay', 'Kay Berkling', 'Sebastian Stüker', 'Masood Ghayoomi', 'Katrin Hein', 'Rémi Lavalley']"
,Research Methods in Technical Vocational Education and Training,2014,"Fischer, Martin; Jungmann, Walter; Schreiber, Anne; Ziegler, Magdalene",ContributionBookEdited,,,DOI: https://doi.org/10.1007/978-3-642-54224-4_11,,,,,"['Martin Fischer', 'Walter Jungmann', 'Anne Schreiber', 'Magdalene Ziegler']"
,eMentoring an der Hochschule Ostwestfalen-Lippe: Mediengestützte studentische Betreuung des Selbststudiums in der Studieneingangsphase,2014,"Heubach, Melike; Mersch, André; Wrenger, Burkhard",UnpublishedWork,,,,,,,,"['Melike Heubach', 'André Mersch', 'Burkhard Wrenger']"
,eMentoring an der Hochschule Ostwestfalen-Lippe,2014,"Heubach, Melike; Mersch, André; Wrenger, Burkhard",UnpublishedWork,,,,,,,,"['Melike Heubach', 'André Mersch', 'Burkhard Wrenger']"
Roland Küstermann,Qualifizierung im mathematischen Bereich II: Vorkurs-Angebote. Optes – Optimierung der Selbststudiumsphase Pilot des eMentoring an der DHBW in Karlsruhe,2014,"Hüther, Judith; Küstermann, Roland",UnpublishedWork,,,,,,,,"['Judith Hüther', 'Roland Küstermann']"
Axel Kauffmann,Processing of Polymers,2014,"Kauffmann, Axel; Ziegler, Maik",ContributionBookEdited,,,DOI: https://doi.org/10.1002/9781118354179.auto157,,,,,"['Axel Kauffmann', 'Maik Ziegler']"
Oliver Rettig,Motion analysis of the upper extremity in children with unilateral cerebral palsy‐an assessment of six daily tasks,2014,"Klotz, Matthias C.; van Drongelen, Stefan; Rettig, Oliver; Wenger, Patrick; Gantz, Simone; Dreher, Thomas; Wolf, Sebastian I.",JournalArticle,,,DOI: http://www.ncbi.nlm.nih.gov/pubmed/25112796,,,,,"['Matthias C. Klotz', 'Stefan van Drongelen', 'Oliver Rettig', 'Patrick Wenger', 'Simone Gantz', 'Thomas Dreher', 'Sebastian I. Wolf']"
Roland Küstermann,optes – Optimierung der Selbststudiumsphase.,2014,"Küstermann, Roland; Fuchs, Irina; Morlock, Vanessa",ContributionBookEdited,,,,,,,,"['Roland Küstermann', 'Irina Fuchs', 'Vanessa Morlock']"
,"Data Exploration of Sentence Structures and Embellishments in German  texts: Comparing Children’s Writing vs Literature  Germany, October 8-10, 2014",2014,"Lavalley, Rémi; Berkling, Kay",ContributionConferenceProceedings,,,,,,,,"['Rémi Lavalley', 'Kay Berkling']"
Oliver Rettig,3D motion capture using the HUX model for monitoring functional changes with arthroplasty in patients with degenerative osteoarthritis,2014,"Maier, Michael W.; Kasten, Philip; Niklasch, Mirjam; Dreher, Thomas; Zeifang, Felix; Rettig, Oliver; Wolf, Sebastian I.",JournalArticle,,,DOI: http://www.ncbi.nlm.nih.gov/pubmed/23931848,,,,,"['Michael W. Maier', 'Philip Kasten', 'Mirjam Niklasch', 'Thomas Dreher', 'Felix Zeifang', 'Oliver Rettig', 'Sebastian I. Wolf']"
Oliver Rettig,Motion patterns in activities of daily living: 3- year longitudinal follow-up after total shoulder arthroplasty using an optical 3D motion analysis system,2014,"Maier, Michael W.; Niklasch, Mirjam; Dreher, Thomas; Zeifang, Felix; Rettig, Oliver; Klotz, Matthias C.; Wolf, Sebastian I.; Kasten, Philip",JournalArticle,,,DOI: http://www.ncbi.nlm.nih.gov/pubmed/25048533,,,,,"['Michael W. Maier', 'Mirjam Niklasch', 'Thomas Dreher', 'Felix Zeifang', 'Oliver Rettig', 'Matthias C. Klotz', 'Sebastian I. Wolf', 'Philip Kasten']"
Christian Möbius,Risiken im Sinne des Gemeinwohls realistisch einschätzen.,2014,"Möbius, Christian; Dreizler, Simon",JournalArticle,,,,,,,,"['Christian Möbius', 'Simon Dreizler']"
Christian Möbius,Annäherungsversuche.,2014,"Möbius, Christian; Darge, Claudius",JournalArticle,,,,,,,,"['Christian Möbius', 'Claudius Darge']"
Christian Möbius,Die Bedeutung von Private Equity für mittelständische Familienunternehmen,2014,"Möbius, Christian; Darge, Claudius",JournalArticle,,,,,,,,"['Christian Möbius', 'Claudius Darge']"
Christian Möbius,Anlagestrategie mit Ichimoku Kinko Hyo:,2014,"Möbius, Christian; Freitag, Sarah",JournalArticle,,,,,,,,"['Christian Möbius', 'Sarah Freitag']"
Christian Möbius,Emittenten von Mittelstandsanleihen:,2014,"Möbius, Christian; Hartmann, Aline",JournalArticle,,,,,,,,"['Christian Möbius', 'Aline Hartmann']"
Christian Möbius,Angehörigenschmerzensgeld:,2014,"Möbius, Christian; Lützelschwab, Anna",JournalArticle,,,,,,,,"['Christian Möbius', 'Anna Lützelschwab']"
Andreas Weber,Supremum norms for 2-homogeneous polynomials on circle sectors,2014,"Muñoz-Fernández, Gustavo A.; Pellegrino, D.; Seoane-Sepúlveda, Juan B.; Weber, Andreas",JournalArticle,,,,,,,,"['Gustavo A. Muñoz-Fernández', 'D. Pellegrino', 'Juan B. Seoane-Sepúlveda', 'Andreas Weber']"
Philipp Pohl,Wert des Kapazitätserweiterungseffekts,2014,"Pohl, Philipp",JournalArticle,,,,,,,,['Philipp Pohl']
Dietmar Ratz,Grundkurs Programmieren in Java,2014,"Ratz, Dietmar",Book,Hanser,,DOI: https://doi.org/10.3139/9783446441101,,,,,['Dietmar Ratz']
Oliver Rettig,Shoulder girdle elevation during humerus ad-/abduction,2014,"Rettig, Oliver; Wolf, Sebastian I.; Krautwurst, Britta K..; Maier, Michael W.",JournalArticle,,,,,,,,"['Oliver Rettig', 'Sebastian I. Wolf', 'Britta K.. Krautwurst', 'Michael W. Maier']"
,„Die Zukunft der beruflichen Ausbildung in der Europäischen Union“,2014,"Schindler, Darius Oliver",Unknown,,,,,,,,['Darius Oliver Schindler']
,Herausforderungen an die wissenschaftliche Begleitung von E-Learning-Projekten im Hochschulverbund und konkrete Ansätze aus einem Beispielvorhaben,2014,"Schmidt, Christian; Adler, Frederic",JournalArticle,,,,,,,,"['Christian Schmidt', 'Frederic Adler']"
,Herausforderungen an die wissenschaftliche Begleitung von E-Learning-Projekten im Hochschulverbund und konkrete Ansätze aus einem Beispielvorhaben,2014,"Schmidt, Christian; Adler, Frederic",JournalArticle,,,,,,,,"['Christian Schmidt', 'Frederic Adler']"
,Bildungsbiographische Gestaltungsprozesse von Studierenden mit beruflicher Qualifikation,2014,"Schreiber, Anne",JournalArticle,,,,,,,,['Anne Schreiber']
,Der Dritte Bildungsweg - die neue Zugangsoption für beruflich Qualifizierte in die Hochschule,2014,"Schreiber, Anne; Jungmann, Walter",JournalArticle,,,,,,,,"['Anne Schreiber', 'Walter Jungmann']"
,Der Dritte Bildungsweg - die neue Zugangsoption für beruflich Qualifizierte in die Hochschule,2014,"Schreiber, Anne; Jungmann, Walter",ContributionBookEdited,,,,,,,,"['Anne Schreiber', 'Walter Jungmann']"
,Berufliches Lernen mit Web 2.0. Kann der Einsatz digitaler Medien in der beruflichen Ausbildung die Lernortkooperation verbessern?,2014,"Schreiber, Anne; Beiling, Britta",JournalArticle,,,,,,,,"['Anne Schreiber', 'Britta Beiling']"
,Der Dritte Bildungsweg - die neue Zugangsoption für beruflich Qualifizierte in die Hochschule,2014,"Schreiber, Anne; Jungmann, Walter",JournalArticle,,,,,,,,"['Anne Schreiber', 'Walter Jungmann']"
,Evaluation der eKlausuren an der DHBW Karlsruhe,,"Wingerter, Bernd",Unknown,,,,,,,,['Bernd Wingerter']
,Evaluation der eKlausuren an der DHBW Karlsruhe,2014,"Wingerter, Bernd",Unknown,,,,,,,,['Bernd Wingerter']
,Impulsvortrag über den Einsatz von digitalen Signaturen in elektronischen Prüfungen,2014,"Wingerter, Bernd",Unknown,,,,,,,,['Bernd Wingerter']
Felice-Alfredo Avella,Bilanzrecht kompakt,2013,"Avella, Felice-Alfredo",Book,Haufe-Lexware GmbH & Co. KG,,,,,,,['Felice-Alfredo Avella']
Felice-Alfredo Avella,Der Firmenwagen im Lohnsteuerrecht und in der Veranlagung,2013,"Avella, Felice-Alfredo; Wild, Markus; Wolf, Martin",JournalArticle,,,,,,,,"['Felice-Alfredo Avella', 'Markus Wild', 'Martin Wolf']"
,Lernortkooperation mit web 2.0 - ein Praxisbeispiel aus der Ausbildung im Mercedes-Benz Werk Mannheim,2013,"Beiling, Britta; Fleck, Anne; Schmid, Christian",ContributionBookEdited,,,,,,,,"['Britta Beiling', 'Anne Fleck', 'Christian Schmid']"
Oliver Bender,Die Honorarberatung auf dem Versicherungsmarkt,2013,"Bender, Oliver",Book,,,,,,,,['Oliver Bender']
,"A non-experts user interface for obtaining automatic diagnostic spelling  evaluations for learners of the German writing system  Communication Association, Lyon, France, August 25-29, 2013",2013,"Berkling, Kay",ContributionConferenceProceedings,,,,,,,,['Kay Berkling']
,Gamification of a Software Engineering course and a detailed analysis of the factors that lead to it’s failure,2013,"Berkling, Kay; Thomas, Christoph",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Christoph Thomas']"
,"Understanding the Challenges of Introducing Self-driven Blended Learning  in a Restrictive Ecosystem - Step 1 for Change Management: Understanding  Student Motivation  Computer Supported Education, Aachen, Germany, 6-8 May, 2013",2013,"Berkling, Kay; Zundel, Armin",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Armin Zundel']"
,Understanding the Challenges of Introducing Self-driven Blended Learning  in a Restrictive Ecosystem - Step 1: Understanding  Student Motivation,2013,"Berkling, Kay; Zundel, Armin",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Armin Zundel']"
,Changing epidemiology of hepatitis B and migration--a comparison of six Northern and North-Western European countries,2013,"Chu, Janet JunQing; Wörmann, Tanja; Popp, Johann; Pätzelt, Gunnar; Akmatov, Manas K.; Krämer, Alexander; Reintjes, Ralf",JournalArticle,,,DOI: https://doi.org/10.1093/eurpub/cks067,,,,,"['Janet JunQing Chu', 'Tanja Wörmann', 'Johann Popp', 'Gunnar Pätzelt', 'Manas K. Akmatov', 'Alexander Krämer', 'Ralf Reintjes']"
,Mathematik-Studienvorbereitung im Selbststudium: Didaktische Aspekte des Selbst-Assessment,2013,"Derr, Katja; Hübl, Reinhold",ContributionBookEdited,,,,,,,,"['Katja Derr', 'Reinhold Hübl']"
,Online-Eingangstests und Lernmaterialien zur Studienvorbereitung Mathematik in den Ingenieurwissenschaften,2013,"Derr, Katja; Hübl, Reinhold; Ahmed, Zaki",ContributionBookEdited,,,,,,,,"['Katja Derr', 'Reinhold Hübl', 'Zaki Ahmed']"
,"(e-)Brückenkurse Mathematik: Potentiale, Probleme, technische Aspekte 90-Minuten Workshop (Open Space)",2013,"Derr, Katja; Köcher, Nadine; Lada, Mazurenko",Unknown,Hochschule Fresenius,,,,,,,"['Katja Derr', 'Nadine Köcher', 'Mazurenko Lada']"
,(e-)Brückenkurse Mathematik,02.0,"Derr, Katja; Köcher, Nadine; Lada, Mazurenko",Unknown,,,,,,,,"['Katja Derr', 'Nadine Köcher', 'Mazurenko Lada']"
Frank Borowicz,Die Anreizregulierung bei Stromnetzbetreibern als neues Themenfeld des Controllings,2013,"Dick, M.; Borowicz, Frank",ContributionBookEdited,,,,,,,,"['M. Dick', 'Frank Borowicz']"
Ulf-Daniel Ehlers,Qualitätsbericht der DHBW,2013,"Ehlers, Ulf-Daniel; Leisener, Friederike; Scheibach, Jana",JournalArticle,,,,,,,,"['Ulf-Daniel Ehlers', 'Friederike Leisener', 'Jana Scheibach']"
Ulf-Daniel Ehlers,Evaluation as Quality Methodology for (E-) Learning in Europe,2013,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Higher education Quality as an organisational Culture,2013,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Qualitätssicherung im E-Learning,2013,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
,Rechtschreibdiagnostik,2013,"Fay, Johanna; Berkling, Kay",ContributionBookEdited,,,,,,,,"['Johanna Fay', 'Kay Berkling']"
