AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_TYPE,PUB_PUBLISHER,PUB_ISBN,PUB_DOI,PUB_CITATIONS,JOU_RATING_VHB,JOU_RATING_SCIMAGO,UPDATED,PUB_AUTHORS_LIST
,Wirtschaftsprüfer haftet gegenüber zu prüfender GmbH bei fehlendem Qualitätsnachweis,,"Schindler, Darius Oliver",Unknown,,,,,,,,['Darius Oliver Schindler']
,Redesign of a gamified software engineering course,2013,"Thomas, Christoph; Berkling, Kay",ContributionConferenceProceedings,,,,,,,,"['Christoph Thomas', 'Kay Berkling']"
Christiane Weiland,Braingain statt Braindrain – Förderung akademischer Nachwuchskräfte durch berufsintegrierte Masterstudiengänge,2013,"Weiland, Christiane; Mitschele, Andreas; Huf, Stefan",JournalArticle,,,,,,,,"['Christiane Weiland', 'Andreas Mitschele', 'Stefan Huf']"
,"Availability of indicators of migration in the surveillance of HIV, tuberculosis and hepatitis B in the European Union – A short note",2012,"Akmatov, Manas K.; Mikolajczyk, Rafael T.; Krumkamp, Ralf; Wörmann, Tanja; Chu, Janet JunQing; Paetzelt, Gunnar; Reintjes, Ralf; Pessler, Frank; Krämer, Alexander",JournalArticle,,,DOI: https://doi.org/10.1007/s10389-011-0488-1,,,,,"['Manas K. Akmatov', 'Rafael T. Mikolajczyk', 'Ralf Krumkamp', 'Tanja Wörmann', 'Janet JunQing Chu', 'Gunnar Paetzelt', 'Ralf Reintjes', 'Frank Pessler', 'Alexander Krämer']"
Felice-Alfredo Avella,"Kommentar zum EStG, Anhang 3 zu § 15 EStG: Unternehmensnachfolge",,"Avella, Felice-Alfredo",Unknown,,,,,,,,['Felice-Alfredo Avella']
Felice-Alfredo Avella,Entgeltoptimierung für Mitarbeiter: Mehr Netto vom Brutto,2012,"Avella, Felice-Alfredo; Wild, Markus; Wolf, Martin",JournalArticle,,,,,,,,"['Felice-Alfredo Avella', 'Markus Wild', 'Martin Wolf']"
Felice-Alfredo Avella,§ 252 Allgemeine Bewertungsgrundsätze,2012,"Avella, Felice-Alfredo; Brinkmann, Ralph; Rapp, Gordon",ContributionBookEdited,,,,,,,,"['Felice-Alfredo Avella', 'Ralph Brinkmann', 'Gordon Rapp']"
Felice-Alfredo Avella,Grunderwerbsteuer,2012,"Avella, Felice-Alfredo; Ihrig, Jens",ContributionBookEdited,,,,,,,,"['Felice-Alfredo Avella', 'Jens Ihrig']"
Marcus Strand,Szenenbasierte Fahrstilerkennug durch probabilistische Auswertung von Fahrzeugdaten,2012,"Bär, Tobias; Strand, Marcus; Zöllner, Johann Marius",ContributionConferenceProceedings,,,,,,,,"['Tobias Bär', 'Marcus Strand', 'Johann Marius Zöllner']"
,Lernortkooperation mit Web 2.0 – ein neues Mittel für eine alte Herausforderung?,2012,"Beiling, Britta; Fleck, Anne; Schmid, Christian",JournalArticle,,,,,,,,"['Britta Beiling', 'Anne Fleck', 'Christian Schmid']"
Oliver Bender,Honorarberatung – Einstellung und Relevanz auf dem Versicherungsmarkt,2012,"Bender, Oliver; Steul-Fischer, Martina",JournalArticle,,,DOI: https://doi.org/10.1007/s12297-012-0209-z,,,,,"['Oliver Bender', 'Martina Steul-Fischer']"
,A case study using data exploration of spelling errors towards designing automated interactive diagnostics,2012,"Berkling, Kay",ContributionConferenceProceedings,,,,,,,,['Kay Berkling']
Frank Borowicz,Licht ins Dunkel,2012,"Borowicz, Frank; Schuster, Michael",ContributionBookEdited,,,,,,,,"['Frank Borowicz', 'Michael Schuster']"
,University preparation via Self-e-Assessment & Self-study,2012,"Derr, Katja; Hübl, Reinhold; Ahmed, Mohammed Zaki",ContributionBookEdited,,,,,,,,"['Katja Derr', 'Reinhold Hübl', 'Mohammed Zaki Ahmed']"
,Studienvorbereitung Mathematik Online: Ein Selbstlernangebot für Studienanfänger/-innen in technischen Studiengängen,2012,"Derr, Katja; Hübl, Reinhold",ContributionBookEdited,,,,,,,,"['Katja Derr', 'Reinhold Hübl']"
,University preparation via Self-e-Assessment & Self-study: First findings and implications from evaluating an e-Learning-platform,2012,"Derr, Katja; Hübl, Reinhold; Ahmed, Mohammed Zaki",ContributionBookEdited,,,,,,,,"['Katja Derr', 'Reinhold Hübl', 'Mohammed Zaki Ahmed']"
,optes: Optimierung der Selbststudiumsphase,2012,"Derr, Katja; Köcher, Nadine",Unknown,,,,,,,,"['Katja Derr', 'Nadine Köcher']"
,optes,2012,"Derr, Katja; Köcher, Nadine",UnpublishedWork,,,,,,,,"['Katja Derr', 'Nadine Köcher']"
,optes: Optimierung der Selbststudiumsphase,,"Derr, Katja; Köcher, Nadine",Unknown,,,,,,,,"['Katja Derr', 'Nadine Köcher']"
,Open learning recognition,2012,"Dondi, Claudio; Tannhauser, Anne-Christin; Camilleri, Anthony F.",UnpublishedWork,,,,,,,,"['Claudio Dondi', 'Anne-Christin Tannhauser', 'Anthony F. Camilleri']"
Ulf-Daniel Ehlers,Stichwort „e-learning“,2012,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Catching a Moving Target?! Global Quality for eCapacity Building,2012,"Ehlers, Ulf-Daniel; Joosten, Jochen",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Jochen Joosten']"
Ulf-Daniel Ehlers,National and Regional Quality Approaches in Distance Education in Europe,2012,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
,Diagnostik von Rechtschreibfähigkeit in freien Texten: Entwicklung einer Software zur automatischen Analyse von Schreibungen auf Basis von speech-processing-Technologien,2012,"Fay, Johanna; Berkling, Kay; Stüker, Sebastian",JournalArticle,,,,,,,,"['Johanna Fay', 'Kay Berkling', 'Sebastian Stüker']"
Axel Kauffmann,Elektrisch leitfähige Polymere,2012,"Kauffmann, Axel; Emmerich, Rudolf; Pinkwart, Karsten",ContributionBookEdited,,,DOI: https://doi.org/10.1007/978-3-642-16173-5_4,,,,,"['Axel Kauffmann', 'Rudolf Emmerich', 'Karsten Pinkwart']"
Axel Kauffmann,Natürliche Dämmstoffe,2012,"Kauffmann, Axel; Bader, Bernd; Elsner, Peter",ContributionBookEdited,,,,,,,,"['Axel Kauffmann', 'Bernd Bader', 'Peter Elsner']"
Roland Küstermann,Gaussian Distributed Shareholder Value As a Tool for Value Based Management - Business Horizon,2012,"Küstermann, Roland; Pohl, Philipp; Ratz, Dietmar; Vogel, Norman; Hülss, Jochen",JournalArticle,,,,,,,,"['Roland Küstermann', 'Philipp Pohl', 'Dietmar Ratz', 'Norman Vogel', 'Jochen Hülss']"
Roland Küstermann,Gaussian Distributed Shareholder Value as a Tool for Value Based Management: Business Horizon,2012,"Küstermann, Roland; Pohl, Philipp; Ratz, Dietmar; Vogel, Norman; Hülss, Jochen",ContributionConferenceProceedings,,,,,,,,"['Roland Küstermann', 'Philipp Pohl', 'Dietmar Ratz', 'Norman Vogel', 'Jochen Hülss']"
Christian Möbius,Veränderte Rahmenbedingungen in der Lebensversicherung:,2012,"Möbius, Christian; Krech, Markus",JournalArticle,,,,,,,,"['Christian Möbius', 'Markus Krech']"
Christian Möbius,Veränderte Rahmenbedingungen in der Lebensversicherung:,2012,"Möbius, Christian; Krech, Markus",JournalArticle,,,,,,,,"['Christian Möbius', 'Markus Krech']"
Andreas Weber,Periods of strongly continuous semigroups,2012,"Muñoz-Fernández, Gustavo A.; Seoane-Sepúlveda, Juan B.; Weber, Andreas",JournalArticle,,,,,,,,"['Gustavo A. Muñoz-Fernández', 'Juan B. Seoane-Sepúlveda', 'Andreas Weber']"
Marcus Strand,Energy Efficient Driving and Operation Strategies Based on Situation Awareness and Reasoning,2012,"Nienhüser, Dennis; Bär, Tobias; Kohlhaas, Ralf; Schamm, Thomas; Zimmermann, Jochen; Gumpp, Thomas; Strand, Marcus; Bringmann, Oliver; Zöllner, Johann Marius",JournalArticle,,,DOI: https://doi.org/10.1524/itit.2012.0658,,,,,"['Dennis Nienhüser', 'Tobias Bär', 'Ralf Kohlhaas', 'Thomas Schamm', 'Jochen Zimmermann', 'Thomas Gumpp', 'Marcus Strand', 'Oliver Bringmann', 'Johann Marius Zöllner']"
Philipp Pohl,Erfolgreiches Management von Kostensenkungsprojekten - Eine Analyse auf Basis der wertorientierten Steuerung,2012,"Pohl, Philipp",JournalArticle,,,,,,,,['Philipp Pohl']
Oliver Rettig,Is slope walking less stable in frontal plane than level walking? (Poster),2012,"Rettig, Oliver",ContributionConferenceProceedings,,,,,,,,['Oliver Rettig']
Marcus Strand,Autonomous Navigation of a Personal Transporter within Moving Human Groups using Reactive Control,2012,"Steinhardt, Florian; Strand, Marcus; Zöllner, Johann Marius",ContributionConferenceProceedings,,,,,,,,"['Florian Steinhardt', 'Marcus Strand', 'Johann Marius Zöllner']"
Marcus Strand,A Ray-Shooting Based Quality Measurement for Grasping and Manipulation,2012,"Xue, Zhixing; Xia, Shuang; Strand, Marcus; Zöllner, Johann Marius; Dillmann, Rüdiger",ContributionConferenceProceedings,,,,,,,,"['Zhixing Xue', 'Shuang Xia', 'Marcus Strand', 'Johann Marius Zöllner', 'Rüdiger Dillmann']"
Felice-Alfredo Avella,"Kommentar zum EStG, Anhang 1 zu § 15 EStG: GmbH & Co. KG sowie entsprechende Sonderformen von Mitunternehmerschaften",,"Avella, Felice-Alfredo",Unknown,,,,,,,,['Felice-Alfredo Avella']
Felice-Alfredo Avella,Fallstricke im Rahmen der familieninternen Unternehmensnachfolge.,2011,"Avella, Felice-Alfredo; Brinkmann, Ralph; Kampfert, Sven",JournalArticle,,,,,,,,"['Felice-Alfredo Avella', 'Ralph Brinkmann', 'Sven Kampfert']"
Felice-Alfredo Avella,Rückstellungen nach BilMoG,2011,"Avella, Felice-Alfredo; Brinkmann, Ralph",Book,Haufe-Lexware GmbH & Co. KG,,,,,,,"['Felice-Alfredo Avella', 'Ralph Brinkmann']"
Felice-Alfredo Avella,EStG Anhang 1 zu § 15: GmbH & Co. KG s ...,,"Avella, Felice-Alfredo",Unknown,,,,,,,,['Felice-Alfredo Avella']
,Speech technology-based framework for quantitative analysis of German  spelling errors in freely composed children’s texts  Education,2011,"Berkling, Kay; Fay, Johanna; Stüker, Sebastian",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Johanna Fay', 'Sebastian Stüker']"
Frank Borowicz,Unternehmensverkäufe von KMU: Market Sounding als Instrument zur Vermeidung eines Marktversagens,2011,"Borowicz, Frank",ContributionConferenceProceedings,,,,,,,,['Frank Borowicz']
Roland Küstermann,Skalierbares Mentorenprogramm für Studierende (SMS),2011,"Buchwald, Hagen; Küstermann, Roland; Seese, Detlef G.",ContributionConferenceProceedings,,,,,,,,"['Hagen Buchwald', 'Roland Küstermann', 'Detlef G. Seese']"
Ulf-Daniel Ehlers,Qualität im E-Learning aus Lernersicht,2011,"Ehlers, Ulf-Daniel",Book,VS Verl. für Sozialwiss,,DOI: 0,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Barriers and Motivators for Using Open Educational Resources in Schools,2011,"Ehlers, Ulf-Daniel; Richter, Thomas",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Thomas Richter']"
Ulf-Daniel Ehlers,Extending the territory,2011,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Web 2.0 and Competence Oriented Design of Learning - Potentials and Implications for Higher Education,2011,"Ehlers, Ulf-Daniel; Adelsberger, Heimo H.; Schneckenberg, Dirk",JournalArticle,,,,,,,,"['Ulf-Daniel Ehlers', 'Heimo H. Adelsberger', 'Dirk Schneckenberg']"
Ulf-Daniel Ehlers,Qualitätssicherung des Lernens mit Technologien,2011,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,ICT Research Policies in Europe,2011,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Roland Küstermann,Java verstehen mit EJE,2011,"Küstermann, Roland",ContributionBookEdited,,,,,,,,['Roland Küstermann']
Christian Möbius,Golden Cross:,2011,"Möbius, Christian",JournalArticle,,,,,,,,['Christian Möbius']
Christian Möbius,Golden Cross:,2011,"Möbius, Christian",JournalArticle,,,,,,,,['Christian Möbius']
Christian Möbius,Golden Cross:,2011,"Möbius, Christian",JournalArticle,,,,,,,,['Christian Möbius']
Andreas Weber,The set of periods of chaotic operators and semigroups,2011,"Muñoz-Fernández, Gustavo A.; Seoane-Sepúlveda, Juan B.; Weber, Andreas",JournalArticle,,,,,,,,"['Gustavo A. Muñoz-Fernández', 'Juan B. Seoane-Sepúlveda', 'Andreas Weber']"
,Introduction to the special issue on speech and language processing  of children’s speech for child-machine interaction applications,2011,"Potamianos, Alexandros; Giuliani, Diego; Narayanan, Shrikanth S.; Berkling, Kay",JournalArticle,,,,,,,,"['Alexandros Potamianos', 'Diego Giuliani', 'Shrikanth S. Narayanan', 'Kay Berkling']"
Oliver Bender,"Die Honorarberatung im Versicherungswesen, in: Versicherungswirtschaft– im Wandel wirtschaftsrechtlicher und rechtsökonomischer Analysen mit Finanzmarkt- und Freiberufsrecht – Festschrift für Prof. Dr. Harald Herrmann",2011,"Steul-Fischer, Martina; Bender, Oliver",Book,IF Verlag,,,,,,,"['Martina Steul-Fischer', 'Oliver Bender']"
Marcus Strand,Entwurf eines translatorischen und rotatorischen Fahrreglers für autonome einachsige Personentransporter,2011,"Strand, Marcus; Regenstein, Kristian; Kerscher, Thilo; Zöllner, Johann Marius; Dillmann, Rüdiger",ContributionConferenceProceedings,,,,,,,,"['Marcus Strand', 'Kristian Regenstein', 'Thilo Kerscher', 'Johann Marius Zöllner', 'Rüdiger Dillmann']"
,"Towards Context-Dependent Phonetic Spelling Error Correction in Children’s  Freely Composed Text for Diagnostic and Pedagogical Purposes  Communication Association, Florence, Italy, August 27-31, 2011",2011,"Stüker, Sebastian; Fay, Johanna; Berkling, Kay",ContributionConferenceProceedings,,,,,,,,"['Sebastian Stüker', 'Johanna Fay', 'Kay Berkling']"
,Age- and region-specific hepatitis B prevalence in Turkey estimated using generalized linear mixed models: a systematic review,2011,"Toy, Mehlika; Önder, Fatih Oguz; Wörmann, Tanja; Bozdayi, A. Mithat; Schalm, Solko W.; Borsboom, Gerard J.; van Rosmalen, Joost; Richardus, Jan Hendrik; Yurdaydin, Cihan",JournalArticle,,,DOI: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3262158,,,,,"['Mehlika Toy', 'Fatih Oguz Önder', 'Tanja Wörmann', 'A. Mithat Bozdayi', 'Solko W. Schalm', 'Gerard J. Borsboom', 'Joost van Rosmalen', 'Jan Hendrik Richardus', 'Cihan Yurdaydin']"
,Communicable diseases,2011,"Wörmann, Tanja; Krämer, Alexander",ContributionBookEdited,,,,,,,,"['Tanja Wörmann', 'Alexander Krämer']"
Felice-Alfredo Avella,Jahresabschluss und Berichtswesen nach dem BilMoG,2010,"Avella, Felice-Alfredo; Brinkmann, Ralph",Book,Haufe-Mediengruppe,,,,,,,"['Felice-Alfredo Avella', 'Ralph Brinkmann']"
Felice-Alfredo Avella,Schnelleinstieg BilMoG,2010,"Avella, Felice-Alfredo; Brinkmann, Ralph",Book,Haufe Verlag,,,,,,,"['Felice-Alfredo Avella', 'Ralph Brinkmann']"
Felice-Alfredo Avella,Beiträge zu verschiedenen aktuellen Themen,2010,"Avella, Felice-Alfredo",ContributionBookEdited,,,,,,,,['Felice-Alfredo Avella']
Felice-Alfredo Avella,Ergänzungen zum BilMoG,2010,"Avella, Felice-Alfredo",ContributionBookEdited,,,,,,,,['Felice-Alfredo Avella']
Ulf-Daniel Ehlers,Open ECBCheck - Quality for eCapacity Building:  Community Based  Low Cost Certification for E-Learning // Open ECBCheck,2010,"Ehlers, Ulf-Daniel",Book,InWent,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Web 2.0 – Transforming Businesses?! How Corporations use the new Technologies,2010,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Quality and Innovation in Open Educational Practice,2010,"Ehlers, Ulf-Daniel; Conole, Gráinne; Mundin, Paul; Veith, Patrick; Connelly, Teresa; dos Santos, Andreia Inamorato",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Gráinne Conole', 'Paul Mundin', 'Patrick Veith', 'Teresa Connelly', 'Andreia Inamorato dos Santos']"
Ulf-Daniel Ehlers,Analysing New Learning Culture,2010,"Ehlers, Ulf-Daniel; Helmstedt, Cornelia; Richter, Thomas",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Cornelia Helmstedt', 'Thomas Richter']"
Ulf-Daniel Ehlers,Forschendes Lernen mit Netzwerken,2010,"Ehlers, Ulf-Daniel; Steinert, Anne",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Anne Steinert']"
Ulf-Daniel Ehlers,Networked Learning in a networked world,2010,"Ehlers, Ulf-Daniel; Steinert, Anne",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Anne Steinert']"
Ulf-Daniel Ehlers,"""Transfer“-„Tutor“-„Coach“-„Network“ - The emerging social value of learning",2010,"Ehlers, Ulf-Daniel; Steinert, Anne",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Anne Steinert']"
Ulf-Daniel Ehlers,Transfer-Tutor-Coach-Network. The emerging social value of learning,2010,"Ehlers, Ulf-Daniel; Steinert, Anne",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Anne Steinert']"
Ulf-Daniel Ehlers,Moving Ahead - Towards a Humanistic Turn in Management Theory and Education,2010,"Ehlers, Ulf-Daniel; Schneckenberg, Dirk; Euler, Dieter",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Dirk Schneckenberg', 'Dieter Euler']"
Ulf-Daniel Ehlers,Networked Learning – A response to new challenges?,2010,"Ehlers, Ulf-Daniel; Steinert, Anne",JournalArticle,,,,,,,,"['Ulf-Daniel Ehlers', 'Anne Steinert']"
Ulf-Daniel Ehlers,Changing Cultures in Higher Education,2010,"Ehlers, Ulf-Daniel; Schneckenberg, Dirk",Book,Springer International,,,,,,,"['Ulf-Daniel Ehlers', 'Dirk Schneckenberg']"
Ulf-Daniel Ehlers,Qualität für digitale Lernwelten: Von der Kontrolle zur Partizipation und Reflexion,2010,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Quality evaluation of eLearning through an international peer-review community,2010,"Ehlers, Ulf-Daniel; Joosten, Jochen",JournalArticle,,,,,,,,"['Ulf-Daniel Ehlers', 'Jochen Joosten']"
Ulf-Daniel Ehlers,Open Educational Practices. Unleashing the Power of OER,2010,"Ehlers, Ulf-Daniel",ContributionConferenceProceedings,,,,,,,,['Ulf-Daniel Ehlers']
Torsten Harms,On kernel nonparametric regression designed for complex survey data,2010,"Harms, Torsten; Duchesne, Pierre",JournalArticle,,,DOI: https://doi.org/10.1007/s00184-009-0244-5,,,,,"['Torsten Harms', 'Pierre Duchesne']"
Marcus Strand,Continuous Evaluation of Methods for Sensor Data Fusion of Video-Based Driver Assistance Systems Using Virtual Road Tests,2010,"Henning, Josef; Schick, Bernhard; Bär, Tobias; Strand, Marcus; Zöllner, Johann Marius; Nienhüser, Dennis; Schamm, Thomas; Ziegenmeyer",ContributionConferenceProceedings,,,,,,,,"['Josef Henning', 'Bernhard Schick', 'Tobias Bär', 'Marcus Strand', 'Johann Marius Zöllner', 'Dennis Nienhüser', 'Thomas Schamm', ' Ziegenmeyer']"
Andreas Weber,L^p spectral theory and heat dynamics of locally symmetric spaces,2010,"Ji, Lizhen; Weber, Andreas",JournalArticle,,,,,,,,"['Lizhen Ji', 'Andreas Weber']"
Andreas Weber,Dynamics of the heat semigroup on symmetric spaces,2010,"Ji, Lizhen; Weber, Andreas",JournalArticle,,,,,,,,"['Lizhen Ji', 'Andreas Weber']"
Andreas Weber,Riesz transform on locally symmetric spaces and Riemannian manifolds with a spectral gap,2010,"Ji, Lizhen; Kunstmann, Peer; Weber, Andreas",JournalArticle,,,,,,,,"['Lizhen Ji', 'Peer Kunstmann', 'Andreas Weber']"
Oliver Rettig,Can shoulder arthroplasty restore the range of motion in activities of daily living? A prospective 3D video motion analysis study,2010,"Kasten, Philip; Maier, Michael W.; Wendy, Philipp; Rettig, Oliver; Raiss, Patric; Wolf, Sebastian I.; Loew, Markus",JournalArticle,,,DOI: http://www.ncbi.nlm.nih.gov/pubmed/20137976,,,,,"['Philip Kasten', 'Michael W. Maier', 'Philipp Wendy', 'Oliver Rettig', 'Patric Raiss', 'Sebastian I. Wolf', 'Markus Loew']"
Christian Möbius,Anlageerfolg der Lebensversicherer im Spiegel von Trendfolgestrategien,2010,"Möbius, Christian",JournalArticle,,,,,,,,['Christian Möbius']
Christian Möbius,Managed Futures als Absicherungsinstrument für Wertpapierportfolios,2010,"Möbius, Christian; Lainé, Christian",JournalArticle,,,,,,,,"['Christian Möbius', 'Christian Lainé']"
Dietmar Ratz,Grundkurs Programmieren in Java,2010,"Ratz, Dietmar; Scheffler, Jens; Seese, Detlef G.; Wiesenberger, Jan",Book,Carl Hanser Verlag GmbH & Co. KG,,,,,,,"['Dietmar Ratz', 'Jens Scheffler', 'Detlef G. Seese', 'Jan Wiesenberger']"
,Grundlagen des Gesellschaftsrechts,,"Schindler, Darius Oliver",Unknown,,,,,,,,['Darius Oliver Schindler']
Marcus Strand,Grid based next best view planning for an autonomous robot in indoor environments,2010,"Strand, Marcus; Dillmann, Rüdiger",ContributionConferenceProceedings,,,,,,,,"['Marcus Strand', 'Rüdiger Dillmann']"
,Synthesis of Child Speech With HMM Adaptation and Voice Conversion,2010,"Watts, Oliver; Yamagishi, Junichi; King, Simon; Berkling, Kay",JournalArticle,,,DOI: http://dx.doi.org/10.1109/TASL.2009.2035029,,,,,"['Oliver Watts', 'Junichi Yamagishi', 'Simon King', 'Kay Berkling']"
Andreas Weber,Analysis of the physical Laplacian and the heat flow on a locally finite graph,2010,"Weber, Andreas",JournalArticle,,,,,,,,['Andreas Weber']
Andreas Weber,Non-negative solutions of the heat equation on a graph and eigenvalue bounds,2010,"Weber, Andreas",JournalArticle,,,,,,,,['Andreas Weber']
,Serologische und soziodemografische Unterschiede bei HBV-Patienten mit und ohne Migrationshintergrund,2010,"Wörmann, Tanja; Prüfer-Krämer, Luise Marie; Krämer, Alexander",JournalArticle,,,DOI: https://doi.org/10.1055/s-0028-1109868,,,,,"['Tanja Wörmann', 'Luise Marie Prüfer-Krämer', 'Alexander Krämer']"
,Versorgung von Substitutionsklienten in Deutschland: HIV-Diagnostik und-Therapie,2010,"Wörmann, Tanja; Jahn, Heiko J.; Prüfer-Krämer, Luise Marie; Krämer, Alexander",JournalArticle,,,DOI: https://doi.org/10.1055/s-0030-1252002,,,,,"['Tanja Wörmann', 'Heiko J. Jahn', 'Luise Marie Prüfer-Krämer', 'Alexander Krämer']"
Felice-Alfredo Avella,Brennpunkte der Besteuerung von Überschusseinkünften,2009,"Avella, Felice-Alfredo",JournalArticle,,,,,,,,['Felice-Alfredo Avella']
Felice-Alfredo Avella,Gestaltungsmöglichkeiten zur Vermeidung bzw. Eindämmung der Zinsschranke,2009,"Avella, Felice-Alfredo; Mehret, Sebastian-Alexander",JournalArticle,,,,,,,,"['Felice-Alfredo Avella', 'Sebastian-Alexander Mehret']"
Holger Becker,Honorar oder Provision: Vergütungsmodelle im Versicherungsvertrieb,2009,"Becker, Holger",ContributionBookEdited,,,,,,,,['Holger Becker']
,"Software Engineering Approaches for Offshore and Outsourced Development,  Second International Conference, SEAFOOD 2008, Zurich, Switzerland,  July 2-3, 2008. Revised Papers",2009,,ConferenceProceedings,Springer,,,,,,,['']
,"Timeline Prediction Framework for Iterative Software Engineering Projects  with Changes  Second International Conference, SEAFOOD 2008, Zurich, Switzerland,  July 2-3, 2008. Revised Papers",2009,"Berkling, Kay; Kiragiannis, Georgios; Zundel, Armin; Datta, Subhajit",ContributionConferenceProceedings,,,DOI: https://doi.org/10.1007/978-3-642-01856-5_2,,,,,"['Kay Berkling', 'Georgios Kiragiannis', 'Armin Zundel', 'Subhajit Datta']"
Ruth-Caroline Zimmermann,"Non-Audit Fees, Market Leaders and Concentration on the German Audit Market: A Descriptive Analysis",2009,"Bigus, Jochen; Zimmermann, Ruth-Caroline",JournalArticle,,,,,,,,"['Jochen Bigus', 'Ruth-Caroline Zimmermann']"
Ruth-Caroline Zimmermann,Quasirentenmodell und Honorare für Abschlussprüfungen in Deutschland - Eine empirische Analyse,2009,"Bigus, Jochen; Zimmermann, Ruth-Caroline",JournalArticle,,,,,,,,"['Jochen Bigus', 'Ruth-Caroline Zimmermann']"
Frank Borowicz,Kaufpreisfixierung - ein hinderliches Kräftemessen. Ergebnisse einer explorativen Expertenbefragung,2009,"Borowicz, Frank; Heiß, D.; Schuster, Michael",JournalArticle,,,,,,,,"['Frank Borowicz', 'D. Heiß', 'Michael Schuster']"
Frank Borowicz,M&A-Management jenseits des Kaufpreises,,"Borowicz, Frank; Schuster, Michael",Unknown,,,,,,,,"['Frank Borowicz', 'Michael Schuster']"
Frank Borowicz,"""Gesellschafter sind dumm und frech"" - oder: Konzeptionelle Grundlagen des wertorientierten Managements.",2009,"Borowicz, Frank; Detzel, Martin",ContributionBookEdited,,,,,,,,"['Frank Borowicz', 'Martin Detzel']"
Angela Diehl-Becker,"Rester local et corporate / Staying local and corporate, rethinking workspace",2009,"Diehl-Becker, Angela",JournalArticle,,,,,,,,['Angela Diehl-Becker']
Ulf-Daniel Ehlers,Open Educational Resources,,"Ehlers, Ulf-Daniel",Unknown,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,The Open Quality Project. Community-Based Low Cost Quality Certification,2009,"Ehlers, Ulf-Daniel",ContributionConferenceProceedings,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Catching a Moving Target?! Global Quality for eCapacity Building,2009,"Ehlers, Ulf-Daniel; Adelsberger, Heimo H.; Schneckenberg, Dirk",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Heimo H. Adelsberger', 'Dirk Schneckenberg']"
Ulf-Daniel Ehlers,Reflexion im Netz: Auf dem Weg zur Employability im Studium,2009,"Ehlers, Ulf-Daniel; Adelsberger, Heimo H.; Teschler, Sinje",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Heimo H. Adelsberger', 'Sinje Teschler']"
Ulf-Daniel Ehlers,Catching a Moving Target?! Global Quality for eCapacity Building,2009,"Ehlers, Ulf-Daniel; Joosten, Jochen",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Jochen Joosten']"
Ulf-Daniel Ehlers,Bridging the Gap – How Web 2.0 can help Business Education to foster Organisational Learning,2009,"Ehlers, Ulf-Daniel; Schneckenberg, Dirk",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Dirk Schneckenberg']"
Ulf-Daniel Ehlers,Bildungs(relevante) Standards für das Lernen mit Neuen Medien,2009,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,New e-learning cultures for adult learning,2009,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
