AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_TYPE,PUB_PUBLISHER,PUB_ISBN,PUB_DOI,PUB_CITATIONS,UPDATED
Dieter Gramlich,SAFE: An early warning system for systemic banking risk,2013.0,"['MV Oet', ' T Bianco', ' D Gramlich', ' SJ Ong']",, Journal of Banking & Finance,,,92.0,2022-03-02
Dieter Gramlich,Corporate sustainability and risk,2013.0,"['D Gramlich', ' N Finster']",, Journal of Business economics,,,49.0,2022-03-02
Dieter Gramlich,Financial stress index: A lens for supervising the financial system,2012.0,"['MV Oet', ' T Bianco', ' D Gramlich…']",, FRB of Cleveland Policy …,,,27.0,2022-03-02
Dieter Gramlich,[HTML][HTML] Risk exposures of European cooperative banks: a comparative analysis,2021.0,"['DS Mare', ' D Gramlich']",, Review of Quantitative Finance and Accounting,,,5.0,2022-03-02
Dieter Gramlich,The structural fragility of financial systems: Analysis and modeling implications for early warning systems,2011.0,"['D Gramlich', ' MV Oet']",, The Journal of Risk Finance,,,31.0,2022-03-02
Dieter Gramlich,"Information disclosure, bank performance and bank stability",2014.0,"['P Iren', ' AK Reichert', ' D Gramlich']",, International Journal of …,,,13.0,2022-03-02
Dieter Gramlich,The impact of natural disasters on the performance and solvency of US banks,2022.0,"['T Walker', ' Y Xu', ' D Gramlich', ' Y Zhao']",, International Journal of …,,,,2022-03-02
Dieter Gramlich,Evaluating measures of adverse financial conditions,2016.0,"['MV Oet', ' D Gramlich', ' P Sarlin']",, Journal of Financial Stability,,,10.0,2022-03-02
Dieter Gramlich,"[BOOK][B] Ecological, societal, and technological risks and the financial sector",2020.0,"['T Walker', ' D Gramlich', ' M Bitar', ' P Fardnia ']",,,,,3.0,2022-03-02
Dieter Gramlich,Systemic risk early warning system: A micro-macro prudential synthesis,2012.0,"['MV Oet', ' R Eiben', ' T Bianco', ' D Gramlich…']",, … on Systemic Risk …,,,10.0,2022-03-02
Dieter Gramlich,Emerging Risks: An Overview,2020.0,"['T Walker', ' D Gramlich', ' K Vico…']",, Ecological,,,1.0,2022-03-02
Dieter Gramlich,WEIGHTING METHODS FOR FINANCIAL STRESS INDICES—COMPARISON AND IMPLICATIONS FOR RISK MANAGEMENT.,2012.0,"['D Gramlich', ' MV OET…']",, Journal of Financial …,,,8.0,2022-03-02
Dieter Gramlich,Policy in Adaptive Financial Markets—The Use of Systemic Risk Early Warning Tools,2013.0,"['MV Oet', ' SJ Ong', ' D Gramlich']",, Systemic Risk: Liquidity Risk …,,,7.0,2022-03-02
Dieter Gramlich,Cross risks in international finance,2002.0,['D Gramlich'],, Journal of Financial Management & Analysis,,,8.0,2022-03-02
Dieter Gramlich,Systemic financial feedbacks–Conceptual framework and modelling implications,2018.0,"['D Gramlich', ' MV Oet']",, Systems Research and Behavioral …,,,5.0,2022-03-02
Dieter Gramlich,Systemic financial feedbacks–Conceptual framework and modeling implications,2012.0,"['D Gramlich', ' MV Oet']",, International Conference of the System …,,,4.0,2022-03-02
Dieter Gramlich,Supervising system stress in multiple markets,2015.0,"['MV Oet', ' JM Dooley', ' AC Janosko', ' D Gramlich', ' SJ Ong']",, Risks,,,3.0,2022-03-02
Dieter Gramlich,Evaluating the Information Value for Measures of Systemic Conditions,2015.0,"['MV Oet', ' J Dooley', ' D Gramlich', ' P Sarlin', ' SJ Ong ']",,,,,3.0,2022-03-02
Dieter Gramlich,Introducing Water Risk: A Framework for (Integrated) Water Risk Assessment and Management,2021.0,['A Dumont'],,Bergeron,,,,2022-03-02
Dieter Gramlich,Sustainability Stress Testing the Financial System: Challenges and Approaches,2018.0,['D Gramlich'],, Designing a Sustainable Financial System,,,2.0,2022-03-02
Dieter Gramlich,The contributions to systemic stress of financial interactions between the US and Europe,2017.0,"['D Gramlich', ' MV Oet', ' SJ Ong']",, The European Journal of Finance,,,3.0,2022-03-02
Dieter Gramlich,Does bank transparency matter?,2014.0,"['P Iren', ' AK Reichert', ' D Gramlich']",, Banks and Bank Systems,,,2.0,2022-03-02
Dieter Gramlich,Emerging Risks: Concluding Remarks,2020.0,"['D Gramlich', ' T Walker']",, Ecological,,,,2022-03-02
Dieter Gramlich,Sustainable Finance—Finanzmärkte als Intermediäre der Nachhaltigkeit,2007.0,['D Gramlich'],, Herausforderungen einer zukunftsorientierten …,,,4.0,2022-03-02
Dieter Gramlich,[BOOK][B] Herausforderungen einer zukunftsorientierten Unternehmenspolitik,2007.0,"['D Gramlich', ' M Träger ']",,,,,3.0,2022-03-02
Dieter Gramlich,How Do Companies Respond to Natural Disasters? Evidence from Corporate Innovation,2020.0,"['D Gramlich', ' TJ Walker', ' A Zhang']",, Evidence from Corporate …,,,,2022-03-02
Dieter Gramlich,"[BOOK][B] Herausforderungen einer zukunftsorientierten Unternehmenspolitik: Ökonomie, Umwelt, Technik und Gesellschaft als Determinanten",2007.0,"['D Gramlich', ' M Träger ']",,,,,2.0,2022-03-02
Dieter Gramlich,"Dietrich Schönwitz Liquidity policy in crisis and twelve theses for future central bank policy 132 Enrico Marelli, Marcello Signorelli Institutional, nominal and real …",,"['MM Ali', ' A Hoque', ' AF Aysan', ' SP Ceyhan', ' D Gramlich… ']",,,,,,2022-03-02
Dieter Gramlich,Evaluating the Information Value for Measures of Systemic Conditions,2015.0,"['J Dooley', ' D Gramlich', ' MV Oet', ' SJ Ong', ' P Sarlin ']",,,,,,2022-03-02
Dieter Gramlich,Cashflow-Analysen börsennotierter Unternehmen,2011.0,['D Gramlich'],, Zeitschrift für Bankrecht und Bankwirtschaft,,,,2022-03-02
Dieter Gramlich,Policy in adaptive financial markets—the use of systemic risk early warning tools,2013.0,"['D Gramlich', ' MV Oet', ' SJ Ong ']",,,,,,2022-03-02
Dieter Gramlich,The financial stress index: identification of systemic risk conditions,2011.0,"['T Bianco', ' R Eiben', ' D Gramlich', ' MV Oet', ' SJ Ong ']",,,,,,2022-03-02
Dieter Gramlich,Journ al of Banki ng & Finance,2013.0,"['MV Oet', ' T Bianco', ' D Gramlich', ' SJ Ong ']",,,,,,2022-03-02
Dieter Gramlich,SAFE: An early warning system for systemic banking risk,2011.0,"['T Bianco', ' R Eiben', ' D Gramlich', ' MV Oet', ' SJ Ong… ']",,,,,,2022-03-02
Dieter Gramlich,[BOOK][B] Kreditinstitute und cross risks: ein Beitrag zur Theorie des Risikoverbunds bei Finanzintermediären,2013.0,['D Gramlich '],,,,,1.0,2022-03-02
Dieter Gramlich,Papers' abstracts/Анотації до статей 5,,"['CV Nguyen', ' G Yu', ' MM Ali', ' M Okura', ' A Nemoto', ' S Yildiz… ']",,,,,,2022-03-02
Dieter Gramlich,Intermediäre der,2007.0,['D Gramlich'],, … : Ökonomie,,,,2022-03-02
Dieter Gramlich,Analyse der Relevanz der Besteuerung für die Gestaltung des operativen Auslandsgeschäfts deutscher Kreditinstitute,1990.0,['D Gramlich'],, Operatives Auslandsgeschäft deutscher Kreditinstitute …,,,,2022-03-02
Dieter Gramlich,Modellgestützte Quantifizierung von Cross Risks—Der Risikoverbund im Aktiv-/Passivzusammenhang,2002.0,['D Gramlich'],, Kreditinstitute und Cross Risks,,,,2022-03-02
Dieter Gramlich,Cross Risks und Risikoanalyse,2002.0,['D Gramlich'],, Kreditinstitute und Cross Risks,,,,2022-03-02
Dieter Gramlich,Ein neues Verständnis bankbetrieblicher Risikopolitik,2002.0,['D Gramlich'],, Kreditinstitute und Cross Risks,,,,2022-03-02
Dieter Gramlich,[BOOK][B] Operatives Auslandsgeschäft deutscher Kreditinstitute und Besteuerung: Ein ertragsteuerorientierter Bezugsrahmen zur Gestaltung des internationalen …,2013.0,['D Gramlich '],,,,,,2022-03-02
Dieter Gramlich,Formulierung eines steuerorientierten Bezugsrahmens zur Gestaltung des operativen Auslandsgeschäfts deutscher Kreditinstitute,1990.0,['D Gramlich'],, Operatives Auslandsgeschäft deutscher Kreditinstitute …,,,,2022-03-02
Dieter Gramlich,"[BOOK][B] Kapitalmarkt, Unternehmen und Information: Wertanalyse und Wertsteuerung von Unternehmen auf finanziellen Märkten. Festschrift für Reinhart Schmidt zum …",2005.0,"['D Gramlich', ' R Schmidt', ' H Hinz ']",,,,,,2022-03-02
Dieter Gramlich,Empirische Überprüfung der Bezugsrahmenformulierung—Internationale Besteuerung und Präsenz deutscher Kreditinstitute am Bankplatz London,1990.0,['D Gramlich'],, Operatives Auslandsgeschäft deutscher Kreditinstitute …,,,,2022-03-02
Dieter Gramlich,[BOOK][B] Kapitalmarktforschung und Bankmanagement: Impulse für eine anwendungsorientierte Forschung,2004.0,"['R Schmidt', ' D Gramlich ']",,,,,,2022-03-02
Dieter Gramlich,Ein Bezugsrahmen bankbetrieblicher Cross Risks,2002.0,['D Gramlich'],, Kreditinstitute und Cross Risks,,,,2022-03-02
Elvira Hoffmann,Assoziationen zwischen der Dauer der Austreibungsperiode und den prä-und intrapartalen Faktoren sowie der maternalen und neonatalen Morbidität,2019.0,['E Hoffmann '],,,,,,2022-03-02
Elvira Hoffmann,Implementierung und Evaluation eines Simulationslabors im Studiengang der angewandten Hebammenwissenschaft,,"['C Oberle', ' E Hoffmann', ' M Sailer']",,,,,,2022-03-02
Nico Blessing,Experimental verification of the high stability of Al13H: a building block of a new type of cluster material?,1999,"['Gotthard Seifert', 'B Klipp', 'J Müller', 'Björn Klipp', 'N Blessing', 'G Ganteför…', 'Nico Blessing', 'Stefan Burkart', 'S Burkart']",Article,Chemical Physics Letters,,10.1016/S0009-2614(98)01428-6,123.0,
Nico Blessing,Indication of a size-dependent transition from molecular to dissociative chemisorption on clusters,1999,"['N Blessing', 'G Ganteför', 'Nico Blessing', 'Stefan Burkart', 'S Burkart', 'Gerd Ganteför']",Article,"Physical review. B, Condensed matter",,10.1103/PhysRevB.60.15639,41.0,
Nico Blessing,Production of large metallocarbohedrene clusters using a pulsed arc cluster ion source,2001,"['N Blessing', 'G Ganteför', 'Nico Blessing', 'Stefan Burkart', 'S Burkart', 'Gerd Ganteför']",Article, The European Physical Journal D …,,10.1007/s100530170034,9.0,
Nico Blessing, Segmentierung von industriellen 3D-CT-Voxelmodellen durch dynamische Schwellwertberechnung,2008,"['N Blessing', 'Nico Blessing']",book,nan,,,6.0,
Nico Blessing,Thermionic emission from negatively charged metcars : the exceptional behaviour of TI13C22-,2000,"['Dietmar Kreisle', 'N Blessing', 'Nico Blessing', 'Stefan Burkart', 'S Burkart', 'D Kreisle…', 'Gerd Ganteför']",Article,10.1142/9789812793805_0054,,10.1142/9789812793805_0054,,
Klaus-Dieter Rupp,Moderne Methoden des Quality Engineering,2007.0,['KD Rupp'],, Herausforderungen einer zukunftsorientierten …,,,,2022-03-02
Klaus-Dieter Rupp,Realisierung des Bordrechnersystems,1997.0,['KD Rupp'],, Zur Fehlerkompensation und Bahnkorrektur für eine …,,,,2022-03-02
Klaus-Dieter Rupp,Erprobung des Verfahrens,1997.0,['KD Rupp'],, Zur Fehlerkompensation und Bahnkorrektur für eine …,,,,2022-03-02
Klaus-Dieter Rupp,Bahnkorrektur,1997.0,['KD Rupp'],, Zur Fehlerkompensation und Bahnkorrektur für eine …,,,,2022-03-02
Klaus-Dieter Rupp,Ausgangssituation,1997.0,['KD Rupp'],, Zur Fehlerkompensation und Bahnkorrektur für eine …,,,,2022-03-02
Klaus-Dieter Rupp,Anforderungen und Ziele,1997.0,['KD Rupp'],, Zur Fehlerkompensation und Bahnkorrektur für eine …,,,,2022-03-02
Klaus-Dieter Rupp,Kompensation statischer Fehler,1997.0,['KD Rupp'],, Zur Fehlerkompensation und Bahnkorrektur für eine …,,,,2022-03-02
Klaus-Dieter Rupp,Einsatz von Großmanipulatoren für die Flugzeugwäsche—Verfahren und Fehleranalyse,1997.0,['KD Rupp'],, Zur Fehlerkompensation und Bahnkorrektur für eine …,,,,2022-03-02
Florian Lohmann,[BOOK][B] Personalmanagement,2016.0,['D Lindner'],,Lohmann,,,177.0,2022-03-02
Florian Lohmann,[BOOK][B] Loyalität von Bankkunden: Bestimmungsgrößen und Gestaltungsmöglichkeiten,2013.0,['F Lohmann '],,,,,29.0,2022-03-02
Florian Lohmann,"Ziele, Aufgaben und Funktionsbereiche des Personalmanagements",2016.0,['D Lindner'],,Lohmann,,,2.0,2022-03-02
Florian Lohmann,Personalcontrolling,2012.0,['D Lindner'],,Lohmann,,,2.0,2022-03-02
Florian Lohmann,Personalbeschaffung,2012.0,['D Lindner'],,Lohmann,,,1.0,2022-03-02
Florian Lohmann,Entlohnung und betriebliche Sozialpolitik,2016.0,['D Lindner'],,Lohmann,,,1.0,2022-03-02
Florian Lohmann,Personaleinsatz und-verwaltung,2016.0,['D Lindner'],,Lohmann,,,,2022-03-02
Florian Lohmann,Lösungen Kontrollfragen,2012.0,['D Lindner'],,Lohmann,,,,2022-03-02
Florian Lohmann,Personalbedarfsplanung,2008.0,['D Lindner'],,Lohmann,,,,2022-03-02
Florian Lohmann,Personalentwicklung,2016.0,['D Lindner'],,Lohmann,,,,2022-03-02
Florian Lohmann,Entwicklungstendenzen in der Personalpolitik,2016.0,['D Lindner'],,Lohmann,,,,2022-03-02
Florian Lohmann,Personalcontrolling,2008.0,['D Lindner'],,Lohmann,,,,2022-03-02
Florian Lohmann,Theoretische Ansätze zur Erklärung von Bankloyalität,1997.0,['F Lohmann'],, Loyalität von Bankkunden,,,,2022-03-02
Florian Lohmann,Ursachen von Bankloyalität: Eine empirische Untersuchung unter ostdeutschen Privatkunden,1997.0,['F Lohmann'],, Loyalität von Bankkunden,,,,2022-03-02
Florian Lohmann,Weiterer Forschungsbedarf zur Erklärung von Bankloyalität,1997.0,['F Lohmann'],, Loyalität von Bankkunden,,,,2022-03-02
Florian Lohmann,Stärkung der Bankloyalität: Optionen und Instrumente,1997.0,['F Lohmann'],, Loyalität von Bankkunden,,,,2022-03-02
Florian Lohmann,Beziehung zwischen Kunde und Bank als Basis für die Entwicklung von Loyalität,1997.0,['F Lohmann'],, Loyalität von Bankkunden,,,,2022-03-02
Florian Lohmann,Stellenwert von Loyalität für das Bankmarketing,1997.0,['F Lohmann'],, Loyalität von Bankkunden,,,,2022-03-02
Florian Lohmann,Loyalität von Bankkunden: Eine Einführung,1997.0,['F Lohmann'],, Loyalität von Bankkunden,,,,2022-03-02
Sujata Huestegge,[HTML][HTML] Oculomotor and linguistic determinants of reading development: A longitudinal study,2009.0,"['L Huestegge', ' R Radach', ' D Corbic', ' SM Huestegge']",, Vision research,,,152.0,2022-03-02
Sujata Huestegge,Crossing gender borders: Bidirectional dynamic interaction between face-based and voice-based gender categorization,2020.0,"['SM Huestegge', ' T Raettig']",, Journal of voice,,,11.0,2022-03-02
Sujata Huestegge,Are Face-Incongruent Voices Harder to Process?,2019.0,"['SM Huestegge', ' T Raettig…']",, Experimental …,,,2.0,2022-03-02
Sujata Huestegge,[HTML][HTML] Matching unfamiliar voices to static and dynamic faces: No evidence for a dynamic face advantage in a simultaneous presentation paradigm,2019.0,['SM Huestegge'],, Frontiers in Psychology,,,2.0,2022-03-02
Sujata Huestegge,Cognitive mechanisms of voice processing,2019.0,['SM Huestegge '],,,,,,2022-03-02
Sujata Huestegge,Grundgedanken der Linklater-Stimmarbeit.,2015.0,"['SM Huestegge', ' S Polz']",, Forum Logopadie,,,,2022-03-02
Sonja Weber,Real-time elastography for the differentiation of benign and malignant thyroid nodules: a meta-analysis,2010.0,"['J Bojunga', ' E Herrmann', ' G Meyer', ' S Weber', ' S Zeuzem…']",, Thyroid,,,395.0,2022-03-02
Sonja Weber,Expression of endothelial and inducible nitric oxide synthase in benign and malignant lesions of the breast and measurement of nitric oxide using electron …,2002.0,"['S Loibl', ' G von Minckwitz', ' S Weber', ' HP Sinn…']",, Cancer,,,87.0,2022-03-02
Sonja Weber,Fluvastatin therapy improves microcirculation in patients with hyperlipidaemia,2001.0,"['E Haak', ' C Abletshauser', ' S Weber', ' C Goedicke…']",, Atherosclerosis,,,55.0,2022-03-02
Sonja Weber,Facets of informetrics,2006.0,"['WG Stock', ' S Weber']",, Information–Wissenschaft und Praxis,,,39.0,2022-03-02
Sonja Weber,Remote wound monitoring of chronic ulcers,2010.0,"['SA Weber', ' N Watermann', ' J Jossinet…']",, IEEE Transactions …,,,21.0,2022-03-02
Sonja Weber,"Efficacy and safety of linagliptin 2.5 mg twice daily versus 5 mg once daily in patients with type 2 diabetes inadequately controlled on metformin: a randomised, double …",2012.0,"['SA Ross', ' E Rafeiro', ' T Meinicke…']",, … medical research and …,,,62.0,2022-03-02
Sonja Weber,Simplified formulas for non-normal reflection from monoclinic crystals,2011.0,"['TG Mayerhöfer', ' S Weber', ' J Popp']",, Optics Communications,,,19.0,2022-03-02
Sonja Weber,Dispersion analysis of perpendicular modes in anisotropic crystals and layers,2011.0,"['TG Mayerhöfer', ' S Weber', ' J Popp']",, JOSA A,,,11.0,2022-03-02
Sonja Weber,Development of a multi—electrode electrical stimulation device to improve chronic wound healing,2009.0,"['SA Weber', ' PA Vonhoff', ' FJ Owens…']",, … Conference of the …,,,10.0,2022-03-02
Sonja Weber,Migrantenkinder im Bildungssystem: doppelt benachteiligt,2009.0,"['R Geißler', ' S Weber']",,,,,133.0,2022-03-02
Sonja Weber,"Media reception and ideas on media integration among Turkish, Italian and Russo-German migrants in Germany",2009.0,"['R Geißler', ' S Weber']",,,,,24.0,2022-03-02
Sonja Weber,Characterisation of a multi-frequency wound impedance mapping instrument,2008.0,"['SA Weber', ' C Gehin', ' G Moddy', ' J Jossinet…']",, Annual …,,,6.0,2022-03-02
Sonja Weber,Die Wirkungen der Präsentation ethnischer Minderheiten in deutschen Medien,2005.0,['S Weber'],,,,,53.0,2022-03-02
Sonja Weber,Bildungsungleichheit–Eine deutsche Altlast. Die bildungssoziologische Perspektive,2010.0,"['R Geißler', ' S Weber']",,,,,37.0,2022-03-02
Sonja Weber,Überlegungen zu einer behutsamen Perestroika des deutschen Bildungssystems,2010.0,"['R Geißler', ' S Weber']",,,,,38.0,2022-03-02
Sonja Weber,Die Entwicklung der Ethnomedien in Deutschland/The Development of Ethnic Media Cultures in Germany,2006.0,['S Weber'],,,,,44.0,2022-03-02
Sonja Weber,„Natürlich gibt es heute noch Schichten!“—Bilder der modernen Sozialstruktur in den Köpfen der Menschen,2006.0,"['R Geißler', ' S Weber']",,,,,31.0,2022-03-02
Sonja Weber,Zunehmende Kompetenz–wachsende Unsicherheit,2014.0,"['M Vester', ' S Weber']",,,,,17.0,2022-03-02
Sonja Weber,Probleme einer integrierten Analyse der Entwicklungsdynamiken der Berufsgliederung,2011.0,['S Weber'],,Menges,,,15.0,2022-03-02
Sonja Weber,Die Rolle der Massenmedien bei der Integration von Migranten,2007.0,['S Weber'],,,,,16.0,2022-03-02
Sonja Weber,"[BOOK][B] „Arbeiterklasse “oder Arbeitnehmer?: Vergleichende empirische Untersuchung zu Soziallage, Lebenschancen und Lebensstilen von Arbeitern und …",2013.0,['S Weber'],,,,,16.0,2022-03-02
Sonja Weber,Medien und Integration,2013.0,"['R Geißler', ' S Weber']",,,,,9.0,2022-03-02
Sonja Weber,Young migrants on their way to university–double discrimination,2013.0,['S Weber'],,,,,2.0,2022-03-02
Sonja Weber,Gestationsdiabetes,2007.0,"['S Weber', ' J Wolfgang']",, ERNAHRUNGSUMSCHAU,,,,2022-03-02
Sonja Weber,The European Stroke Organisation Summer School 2008 in Lausanne/Morges and beyond,,"['P Michel', ' M Rutgers', ' S Weber', ' J Morier', ' D Leys', ' L Hirt ']",,,,,,2022-03-02
Sonja Weber,"Waldameisen-Lachniden-Trophobiose und Qualität des Honigtaus von Fichtenrindenläusen (Sternorrhyncha, Lachnidae)",2013.0,['S Weber '],,,,,1.0,2022-03-02
Sonja Weber,Media-Migration-Integration: European and North American Perspectives,2015.0,"['A Fleras', ' R Geißler', ' H Bonfadelli', ' H Pöttker', ' K Starck… ']",,,,,,2022-03-02
Sonja Weber,"Mediale Integration von ethnischen Minderheiten und Medienumbruch in Deutschland, den USA und Kanada",2001.0,"['R Geißler', ' D Müller', ' H Pöttker', ' S Weber']",,,,,,2022-03-02
Sonja Weber,[BOOK][B] Die Hausaufgabenfolie,2007.0,"['M Felscher', ' S Weber ']",,,,,2.0,2022-03-02
Sonja Weber,„Natürlich gibt es heute noch Schichten!“–Bilder der modernen Sozialstruktur in den Köpfen der Menschen,2014.0,"['R Geißler', ' S Weber']",,,,,4.0,2022-03-02
Sonja Weber,Untersuchungen zur Fichtenlachniden-Waldameisen-Trophobiose,,['S Weber '],,,,,,2022-03-02
Sonja Weber,Neue methodische Ansätze im Technologiemanagement der HSK–Gruppe am Beispiel der Medizintechnik und unter Initiierung eines Organisationshandbuches …,,['S Weber '],,,,,,2022-03-02
Sonja Weber,Ungleiche Lebenschancen und Lebensrisiken,2004.0,['S Weber'],,,,,,2022-03-02
Sonja Weber,"Anlage, Methodik und Durchführung der empirischen Untersuchung",2004.0,['S Weber'],,,,,,2022-03-02
Sonja Weber,(Kein) Ende der „Arbeiterklasse “? Ein Beitrag zur Diskussion um Fortbestand oder Auflösung von Klassen und Schichten,2004.0,['S Weber'],,,,,,2022-03-02
Sonja Weber,"Einstellungen und Werthaltungen, Konsum, Geschmack und Freizeit",2004.0,['S Weber'],,,,,,2022-03-02
Sonja Weber,Abkürzungsverzeichnis,2004.0,['S Weber'],,,,,,2022-03-02
Sonja Weber,Integration durch Massenmedien/Mass Media-Integration: Medien und Migration im internationalen Vergleich/Media and Migration: A Comparative Perspective,2015.0,"['AK Arnold', ' A Fleras', ' B Schneider', ' D Sommer', ' D Halm… ']",,,,,,2022-03-02
Sonja Weber,Fazit: Fortbestand differenzierter und pluralisierter Arbeiterschichten,2004.0,['S Weber'],,,,,,2022-03-02
Sonja Weber,"Soziallage, subjektive Schichteinstufung und soziale Herkunft",2004.0,['S Weber'],,,,,,2022-03-02
Deogratias Shidende,Towards enhancing tour guide professionalism in Tanzania through a tour guide portal,2019.0,"['DM Shidende', ' SF Kaijage', ' S Möbs']",,African Journal of Hospitality,,,3.0,2022-03-02
Deogratias Shidende,Design and implementation of tour guide portal for enhancing tourism in Tanzania,2020.0,['D Shidende'],,NM-AIST,,,,2022-03-02
Gerhard Leykauf,Modularität und vertikale Desintegration,2006.0,['G Leykauf '],,,,,5.0,2022-03-02
Alexander Witt,On the applicability of centroid and ring polymer path integral molecular dynamics for vibrational spectroscopy,2009.0,"['A Witt', ' SD Ivanov', ' M Shiga', ' H Forbert…']",, The Journal of chemical …,,,203.0,2022-03-02
Alexander Witt,Reversible Photoswitching of a Spin‐Crossover Molecular Complex in the Solid State at Room Temperature,2015.0,"['B Rösner', ' M Milek', ' A Witt', ' B Gobaut…']",, Angewandte …,,,97.0,2022-03-02
Alexander Witt,Communications: On artificial frequency shifts in infrared spectra obtained from centroid molecular dynamics: Quantum liquid water,2010.0,"['SD Ivanov', ' A Witt', ' M Shiga', ' D Marx']",, The Journal of chemical …,,,75.0,2022-03-02
Alexander Witt,Theoretical spectroscopy using molecular dynamics: theory and application to CH 5+ and its isotopologues,2013.0,"['SD Ivanov', ' A Witt', ' D Marx']",, Physical Chemistry Chemical Physics,,,59.0,2022-03-02
Alexander Witt,Quantum-induced symmetry breaking explains infrared spectra of CH 5+ isotopologues,2010.0,"['SD Ivanov', ' O Asvany', ' A Witt', ' E Hugo', ' G Mathias…']",, Nature Chemistry,,,68.0,2022-03-02
Alexander Witt,Getting the best outcomes from epilepsy surgery,2018.0,"['VN Vakharia', ' JS Duncan', ' JA Witt', ' CE Elger…']",, Annals of …,,,119.0,2022-03-02
Alexander Witt,Modulation of Magnetic Properties at Room Temperature: Coordination‐Induced Valence Tautomerism in a Cobalt Dioxolene Complex,2014.0,"['A Witt', ' FW Heinemann', ' S Sproules…']",, … A European Journal,,,47.0,2022-03-02
Alexander Witt,[HTML][HTML] Epilepsy and cognition–a bidirectional relationship?,2017.0,"['C Helmstaedter', ' JA Witt']",, Seizure,,,135.0,2022-03-02
Alexander Witt,[HTML][HTML] Bidirectional photoswitching of magnetic properties at room temperature: ligand-driven light-induced valence tautomerism,2015.0,"['A Witt', ' FW Heinemann', ' MM Khusniyarov']",, Chemical science,,,44.0,2022-03-02
Alexander Witt,Tailoring the Cu (100) work function by substituted benzenethiolate self-assembled monolayers,2011.0,"['C Schmidt', ' A Witt', ' G Witte']",, The Journal of Physical Chemistry A,,,54.0,2022-03-02
Alexander Witt,"Synthesis, characterization, and properties of iron (II) spin-crossover molecular photoswitches functioning at room temperature",2017.0,"['M Mörtel', ' A Witt', ' FW Heinemann…']",, Inorganic …,,,30.0,2022-03-02
Alexander Witt,Monitoring the cognitive effects of antiepileptic pharmacotherapy—approaching the individual patient,2013.0,"['JA Witt', ' C Helmstaedter']",, Epilepsy & Behavior,,,100.0,2022-03-02
Alexander Witt,An approach for user identification for head-mounted displays,2015.0,"['CE Rogers', ' AW Witt', ' AD Solomon…']",, Proceedings of the …,,,33.0,2022-03-02
Alexander Witt,Path Integral Molecular Dynamics Study of Small H2 Clusters in the Large Cage of Structure II Clathrate Hydrate: Temperature Dependence of Quantum Spatial …,2010.0,"['A Witt', ' F Sebastianelli', ' ME Tuckerman…']",, The Journal of Physical …,,,51.0,2022-03-02
Alexander Witt,"Infrared spectroscopy of fluxional molecules from (ab initio) molecular dynamics: Resolving large-amplitude motion, multiple conformations, and permutational …",2012.0,"['G Mathias', ' SD Ivanov', ' A Witt', ' MD Baer…']",, Journal of Chemical …,,,43.0,2022-03-02
Alexander Witt,"Methanol synthesis on . I. Hydrogen coverage, charge state of oxygen vacancies, and chemical reactivity",2009.0,"['J Kiss', ' A Witt', ' B Meyer', ' D Marx']",, The Journal of chemical physics,,,47.0,2022-03-02
Alexander Witt,Genetic predisposition in anti‐LGI1 and anti‐NMDA receptor encephalitis,2018.0,"['SH Mueller', ' A Färber', ' H Prüss', ' N Melzer…']",, Annals of …,,,88.0,2022-03-02
Alexander Witt,Should cognition be screened in new-onset epilepsies? A study in 247 untreated patients,2012.0,"['JA Witt', ' C Helmstaedter']",, Journal of neurology,,,129.0,2022-03-02
Alexander Witt,"The First Lanthanide Complexes with a Redox‐Active Sulfur Diimide Ligand: Synthesis and Characterization of [LnCp*2(RN=)2S], Ln=Sm, Eu, Yb; R=SiMe3",2017.0,"['SV Klementyeva', ' NP Gritsan…']",, … A European Journal,,,17.0,2022-03-02
Alexander Witt,Adverse cognitive effects of antiepileptic pharmacotherapy: each additional drug matters,2015.0,"['JA Witt', ' CE Elger', ' C Helmstaedter']",, European Neuropsychopharmacology,,,113.0,2022-03-02
Alexander Witt,Clinical neuropsychology in epilepsy: theoretical and practical issues,2012.0,"['C Helmstaedter', ' JA Witt']",, Handbook of clinical neurology,,,88.0,2022-03-02
Alexander Witt,Current standards of neuropsychological assessment in epilepsy surgery centers across Europe,2017.0,"['VL Vogt', ' M Äikiä', ' A Del Barrio', ' P Boon', ' C Borbély…']",, …,,,83.0,2022-03-02
Alexander Witt,[HTML][HTML] Cognition in the early stages of adult epilepsy,2015.0,"['JA Witt', ' C Helmstaedter']",, Seizure,,,72.0,2022-03-02
Alexander Witt,[HTML][HTML] Laser interstitial thermotherapy (LiTT) in epilepsy surgery,2017.0,"['C Hoppe', ' JA Witt', ' C Helmstaedter', ' T Gasser', ' H Vatter…']",, Seizure,,,66.0,2022-03-02
Alexander Witt,The effects of levetiracetam on cognition: a non-interventional surveillance study,2008.0,"['C Helmstaedter', ' JA Witt']",, Epilepsy & Behavior,,,80.0,2022-03-02
Alexander Witt,The longer-term cognitive effects of adjunctive antiepileptic treatment with lacosamide in comparison with lamotrigine and topiramate in a naturalistic outpatient setting,2013.0,"['C Helmstaedter', ' JA Witt']",, Epilepsy & Behavior,,,64.0,2022-03-02
