AUTHOR_NAME,JOU_RATING_SCIMAGO,JOU_RATING_VHB,PUB_AUTHORS,PUB_CITATIONS,PUB_DOI,PUB_ISBN,PUB_NUMBER_AUTHORS,PUB_PUBLISHER,PUB_TITLE,PUB_TYPE,PUB_YEAR,SITE,UPDATED,YEAR_STORED
Robin Bauer,,,['R Bauer'],68.0,,,1,,Non-monogamy in queer BDSM communities: Putting the sex back into alternative relationship practices and discourse,,2010.0,stuttgart,2022-03-04,2021
Robin Bauer,,,"['M Dias', ' M Partington', ' J Ragheb', ' PR Aldana…']",49.0,,,4, …,Congenital brain and spinal cord malformations and their associated cutaneous markers,,2015.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer '],46.0,,,1,,Playgrounds and new territories--The potential of BDSM practices to queer genders.,,2007.0,stuttgart,2022-03-04,2021
Robin Bauer,59.0,,['R Bauer'],22.0,,,1, Sexualities,Bois and grrrls meet their daddies and mommies on gender playgrounds: Gendered age play in the les-bi-trans-queer BDSM communities,,2018.0,stuttgart,2022-03-04,2021
Robin Bauer,59.0,,['R Bauer'],3.0,,,1, Sexualities,Queering consent: Negotiating critical consent in les-bi-trans-queer BDSM contexts,,2021.0,stuttgart,2022-03-04,2021
Robin Bauer,12.0,,['R Bauer'],14.0,,,1, Norma,Desiring masculinities while desiring to question masculinity? How embodied masculinities are renegotiated in les-bi-trans-queer BDSM practices,,2016.0,stuttgart,2022-03-04,2021
Robin Bauer,111.0,,['R Bauer'],9.0,,,1, Graduate Journal of Social Science,Cybercocks and Holodicks: Renegotiating the boundaries of material embodiment in Les-bi-trans-queer BDSM practices,,2018.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer'],4.0,,,1, Expanding the Rainbow,BDSM relationships,,2019.0,stuttgart,2022-03-04,2021
Robin Bauer,,,"['M Pieper', ' R Bauer']",17.0,,,2, Journal für Psychologie,Polyamorie: Mono-Normativität–Dissidente Mikropolitik–Begehren als transformative Kraft?,,2014.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer'],6.0,,,1, Queer BDSM Intimacies,Exploring Exuberant Intimacies,,2014.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer'],14.0,,,1, Geschlechterforschung und Naturwissenschaften,Grundlagen der Wissenschaftstheorie und Wissenschaftsforschung,,2006.0,stuttgart,2022-03-04,2021
Robin Bauer,108.0,,"['RL Bauer', ' MN Joshi', ' TR Klinkner', ' SC Cobb']",4.0,,,4, Journal of Foot and Ankle …,The effect of footwear on multi-segment foot kinematics during running,,2012.0,stuttgart,2022-03-04,2021
Robin Bauer,11.0,k.R.,['R Bauer'],6.0,,,1, Zeitschrift für Sexualforschung,Biologie als Schicksal? Kommentar zu „Wie viele Geschlechter gibt es und kann man sie wechseln?“aus wissenschafts-und gesellschaftstheoretischer Perspektive,,2019.0,stuttgart,2022-03-04,2021
Robin Bauer,6.0,,['R Bauer'],8.0,,,1, Cahiers du Genre,Queeriser les genres dans les 'communautés gouines BDSM',,2008.0,stuttgart,2022-03-04,2021
Robin Bauer,,,"['R Bauer', ' J Hoenes…']",19.0,,,2, …,Unbeschreiblich männlich,,2007.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer'],2.0,,,1, Queer BDSM Intimacies,Negotiating critical consent,,2014.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer'],7.0,,,1,,Chemie: Das Geschlecht des Labors–Geschlechterverhältnisse und-vorstellungen in chemischen Verbindungen und Reaktionen,,2008.0,stuttgart,2022-03-04,2021
Robin Bauer,,,"['S Ebeling', ' S Schmitz', ' R Bauer']",8.0,,,3, Geschlechterforschung und …,Tierisch menschlich. Ein un/geliebter Dualismus und seine Wirkungen,,2006.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer'],5.0,,,1, QuerVerbindungen: Interdisziplinäre Annäherungen an …,Zwischen Phantasie und Realität: Die Debatte um BDSM in queeren Räumen,,1980.0,stuttgart,2022-03-04,2021
Robin Bauer,11.0,k.R.,['R Bauer'],4.0,,,1, Zeitschrift für Sexualforschung,Trans* Verkörperungen in queeren BDSM Praktiken,,2015.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer '],1.0,,,1,,Viskoelastische Dämpfungsoptimierung von Flügelschwingungen,,2021.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer'],1.0,,,1,,Sexualpädagogik der Vielfalt in der Kinder-und Jugendarbeit,,2020.0,stuttgart,2022-03-04,2021
Robin Bauer,179.0,C,"['SC Cobb', ' RL Bauer', ' MN Joshi']",1.0,,,3, Journal of Foot and Ankle Research,Distal foot segment joint coupling patterns during walking gait,,2014.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['RL Bauer '],1.0,,,1,,The effects of plantar fasciitis on multi-segment foot running gait kinematics,,2012.0,stuttgart,2022-03-04,2021
Robin Bauer,10.0,,['R Bauer'],2.0,,,1, … Perspektiven aus Wissenschaft und Praxis. Weinheim …,Interdisziplinäre Perspektiven auf BDSM aus queer-theoretischer Sicht,,2020.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer'],2.0,,,1, Wer liebt,Vom liberalen zum kritischen Konsens. Ein empirischer Blick auf Praxen der Aushandlung von Konsens in queeren BDSM-Kontexten,,2016.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer'],,,,1, Queer BDSM Intimacies,The Culture of Dyke+ Queer BDSM,,2014.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer'],,,,1, Queer BDSM Intimacies,The Sexual Politics of Exuberant Intimacy,,2014.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer'],,,,1, Queer BDSM Intimacies,Exploring Intimate Difference Through Gender,,2014.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer'],,,,1, Queer BDSM Intimacies,Renegotiating Dyke+ Queer BDSM,,2014.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer'],,,,1, Queer BDSM Intimacies,Exploring Intimate Power Dynamics,,2014.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['R Bauer'],,,,1, Queer BDSM Intimacies,Exploring and Pushing Boundaries,,2014.0,stuttgart,2022-03-04,2021
Robin Bauer,68.0,k.R.,"['R Bauer', ' E Bennecke', ' G Bertels', ' P Briken…']",1.0,,,4, Evolutionary …,Autor_innen dieses Heftes,,2018.0,stuttgart,2022-03-04,2021
Robin Bauer,,,"['M Gröhlich', ' R Bauer', ' M Böswald ']",,,,3,,Viskoelastische Dämpfungsoptimierung von Flugzeugflügeln,,2021.0,stuttgart,2022-03-04,2021
Robin Bauer,,,"['R Bauer', ' J Hoenes', ' V Woltersdorff ']",,,,3,,Männer-und Männlichkeitsforschung,,,stuttgart,2022-03-04,2021
Robin Bauer,11.0,k.R.,['R Bauer'],,,,1, Zeitschrift für Sexualforschung,Brief an Michel,,2016.0,stuttgart,2022-03-04,2021
Robin Bauer,,,"['J Betsworth', ' RB Kilgo', ' MA Lockhart', ' HR Smith… ']",3.0,,,4,,"[BOOK][B] Leisure, Plantations, and the Making of a New South: The Sporting Plantations of the South Carolina Lowcountry and Red Hills Region, 1900–1940",,2015.0,stuttgart,2022-03-04,2021
Robin Bauer,,,"['RB Kilgo', ' S Swiatosz ']",,,,2,,Helping Each Other: An Overview of the Florida Connecting to Collections' Developing Emergency Plans Program,,2017.0,stuttgart,2022-03-04,2021
Robin Bauer,,,['RB Kilgo '],,,,1,,Incident Command System for Cultural Institutions: Webinar for Florida Connecting to Collections Training Program—Developing Emergency Management Plans,,2012.0,stuttgart,2022-03-04,2021
Torsten Maurer,,,"['G Reding', ' T Mäurer', ' B Kraushaar']",143.0,,,3,,Comparing synthesis routes to nano-crystalline zeolite ZSM-5,,2003.0,stuttgart,2022-04-02,2021
Torsten Maurer,,,"['T Mäurer', ' B Kraushaar']",36.0,,,2,,Thermodynamic and kinetic reaction regimes in the isomerization of 1-pentene over ZSM-5 catalysts,,1999.0,stuttgart,2022-04-02,2021
Torsten Maurer,45.0,B,"['T Mäurer', ' SP Müller…']",39.0,,,2, Industrial & engineering …,Aggregation and peptization behavior of zeolite crystals in sols and suspensions,,2001.0,stuttgart,2022-04-02,2021
Torsten Maurer,203.0,,"['T Mäurer', ' B Kraushaar‐Czarnetzki']",23.0,,,2, Helvetica Chimica Acta,Effect of electrolyte addition on the colloidal stability of aqueous zeolite sols,,2001.0,stuttgart,2022-04-02,2021
Torsten Maurer,,,"['T Maurer', ' J Vogelgesang', ' M Weiβ', ' HJ Weiβ']",27.0,,,4, Massenmedien als politische …,"Aktive oder passive Berichterstatter? Die Rolle der Massenmedien während des Kosovo-, Afghanistan-und Irakkriegs",,2008.0,stuttgart,2022-04-02,2021
Torsten Maurer,,,['T Maurer'],26.0,,,1, Politik in der Mediendemokratie,Fernsehen–als Quelle politischer Information überschätzt? Eine Bestandsaufnahme des Angebotes und der Nutzung des „politischen Leitmediums “,,2009.0,stuttgart,2022-04-02,2021
Torsten Maurer,115.0,,"['W Engewald', ' T Maurer', ' A Schiefke']",12.0,,,3, Pure and Applied Chemistry,Investigation of isomeric hydrocarbons by gas-solid chromatography on graphitized thermal carbon black,,1989.0,stuttgart,2022-04-02,2021
Torsten Maurer,,,"['J Trebbe', ' T Maurer']",16.0,,,2, Journalismus und Unterhaltung,Unterhaltungspublizistik,,2007.0,stuttgart,2022-04-02,2021
Torsten Maurer,,,"['H Brönner', ' P Bareis', ' K Hahn', ' T Maurer', ' J Poll… ']",6.0,,,5,,[BOOK][B] Die Bilanz nach Handels-und Steuerrecht: Einzel-und Konzernabschluss nach HGB und IFRS,,2016.0,stuttgart,2022-04-02,2021
Torsten Maurer,,,"['A Heft', ' T Maurer', ' HJ Weiß']",6.0,,,3, M&K Medien & …,Mediennutzung und Medienkompetenz junger russischer Aussiedler in Nordrhein-Westfalen,,2010.0,stuttgart,2022-04-02,2021
Torsten Maurer,,,['T Maurer'],,,,1, Deutsches Ärzteblatt International,Correspondence (letter to the editor): Supplemental Information Necessary,,2018.0,stuttgart,2022-04-02,2021
Torsten Maurer,,,"['T Maurer', ' A Sängerlaub']",,,,2,,Personalisierung der Wahlkampfbe-richterstattung in Fernsehnachrichten,,1862.0,stuttgart,2022-04-02,2021
Torsten Maurer,,,['T Maurer'],,,,1, M&K Medien & Kommunikationswissenschaft,Hanko Bommert/Andrea Voß-Frick: Fakten und Images,,2007.0,stuttgart,2022-04-02,2021
Sabine Korte,30.0,,"['G Bachmann', ' D Holtmannspötter', ' S Korte', ' A Zweck']",9.0,,,4, Foresight,Angels on a pinhead: new research networks for nanotechnology,,2001.0,stuttgart,2022-03-25,2021
Sabine Korte,,,['D Holtmannspötter…'],9.0,,,1, Übersichtsstudie …,Aktuelle Technologieprognosen im internationalen Vergleich,,2006.0,stuttgart,2022-03-25,2021
Sabine Korte,,,"['S Korte', ' S Rijkers']",,,,2,Defrasne,Overview of international perspectives in research on product-service systems or 'hybrid products',,,stuttgart,2022-03-25,2021
Sabine Korte,,,"['A Braun', ' D Holtmannspötter', ' S Korte… ']",,,,3,,Internationaler Vergleich 2013,,,stuttgart,2022-03-25,2021
Harald Stuhler,,,"['H Stuhler', ' T Kruse', ' A Stuber', ' K Gschweitl', ' W Piock… ']",60.0,,,5,,Automated model-based GDI engine calibration adaptive online DoE approach,,2002.0,stuttgart,2022-03-25,2021
Harald Stuhler,,,"['S Unland', ' H Stuhler', ' A Stuber']",20.0,,,3,,Neue effiziente Applikationsverfahren für die physikalisch basierte Motorsteuerung ME7,,1998.0,stuttgart,2022-03-25,2021
Harald Stuhler,,,"['H Stuhler', ' V Ricken', ' R Diener']",8.0,,,3, Elektronisches Management motorischer …,Aufbau und Anpassung der Motorsteuerungs-Software für Otto-und Dieselmotoren,,2010.0,stuttgart,2022-03-25,2021
Harald Stuhler,,,"['H Stuhler', ' T Kruse']",4.0,,,2, Modellgestützte Steuerung,Parametrierung von Motorsteuerungen,,2003.0,stuttgart,2022-03-25,2021
Harald Stuhler,,,"['H Stuhler', ' A Frick', ' HJ Dehren ']",,,,3,,Das Mobile-Kaltstart-Auswerte-System MKAS,,2000.0,stuttgart,2022-03-25,2021
Harald Stuhler,,,"['IH Stuhler', ' IT Kruse ']",,,,2,,INSIGHTS,,,stuttgart,2022-03-25,2021
Sebastian Richter,,,"['GE Koehl', ' J Andrassy', ' M Guba', ' S Richter…']",266.0,,,4, …,Rapamycin protects allografts from rejection while simultaneously attacking tumors in immunosuppressed mice,,2004.0,stuttgart,2022-04-02,2021
Sebastian Richter,392.0,,"['CT Lee', ' C Graf', ' FJ Mayer', ' SM Richter…']",100.0,,,4, The EMBO journal,Dynamics of the regulation of Hsp90 by the co‐chaperone Sti1,,2012.0,stuttgart,2022-04-02,2021
Sebastian Richter,299.0,C,"['N Disma', ' F Veyckemans', ' K Virag', ' TG Hansen…']",25.0,,,4, British Journal of …,"[HTML][HTML] Morbidity and mortality after anaesthesia in early life: results of the European prospective multicentre observational study, neonate and children audit of …",,2021.0,stuttgart,2022-04-02,2021
Sebastian Richter,129.0,,"['C Mark', ' T Czerwinski', ' S Roessner', ' A Mainka…']",17.0,,,4, Nature …,[HTML][HTML] Cryopreservation impairs 3-D migration and cytotoxicity of natural killer cells,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,223.0,,"['B Bulfin', ' J Lapp', ' S Richter', ' D Guban', ' J Vieten…']",28.0,,,5, Chemical Engineering …,Air separation and selective oxygen pumping via temperature and pressure swing oxygen adsorption using a redox cycle of SrFeO3 perovskite,,2019.0,stuttgart,2022-04-02,2021
Sebastian Richter,771.0,D,"['SA Richter', ' RW De Doncker']",57.0,,,2, Proceedings of the,Digital proportional-resonant (PR) control with anti-windup applied to a voltage-source inverter,,2011.0,stuttgart,2022-04-02,2021
Sebastian Richter,266.0,,"['CP Dick', ' S Richter', ' M Rosekeit', ' J Rolink…']",67.0,,,4, … on Power Electronics …,Active damping of LCL resonance with minimum sensor effort by means of a digital infinite impulse response filter,,2007.0,stuttgart,2022-04-02,2021
Sebastian Richter,269.0,,"['JR Lange', ' C Metzner', ' S Richter', ' W Schneider…']",35.0,,,4, Biophysical journal,[HTML][HTML] Unbiased high-precision cell mechanical measurements with microconstrictions,,2017.0,stuttgart,2022-04-02,2021
Sebastian Richter,299.0,C,"['T Heinrich', ' CHH Traulsen', ' M Holzweber…']",47.0,,,3, Journal of the …,Coupled molecular switching processes in ordered mono-and multilayers of stimulus-responsive rotaxanes on gold surfaces,,2015.0,stuttgart,2022-04-02,2021
Sebastian Richter,266.0,,"['CH Van Der Broeck', ' SA Richter…']",23.0,,,2, … on Power Electronics …,Methodology for analysis and design of discrete time current controllers for three-phase PWM converters,,2018.0,stuttgart,2022-04-02,2021
Sebastian Richter,299.0,C,"['N Disma', ' K Virag', ' T Riva', ' J Kaufmann…']",8.0,,,4, British journal of …,[HTML][HTML] Difficult tracheal intubation in neonates and infants. NEonate and Children audiT of Anaesthesia pRactice IN Europe (NECTARINE): a prospective European …,,2021.0,stuttgart,2022-04-02,2021
Sebastian Richter,105.0,,"['RC Gerum', ' S Richter', ' B Fabry…']",35.0,,,3, Methods in Ecology …,ClickPoints: an expandable toolbox for scientific image annotation and analysis,,2017.0,stuttgart,2022-04-02,2021
Sebastian Richter,171.0,,"['B Bulfin', ' J Vieten', ' S Richter', ' JM Naik…']",10.0,,,4, Physical Chemistry …,[HTML][HTML] Isothermal relaxation kinetics for the reduction and oxidation of SrFeO 3 based perovskites,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['L Opgenoorth', ' B Dauphin', ' R Benavides', ' K Heer…']",2.0,,,4, …,The GenTree Platform: growth traits and tree-level environmental data in 12 European forest tree species,,2021.0,stuttgart,2022-04-02,2021
Sebastian Richter,164.0,,"['S Richter', ' M Bestehorn']",14.0,,,2, Physical Review Fluids,Direct numerical simulations of liquid films in two dimensions under horizontal and vertical external vibrations,,2019.0,stuttgart,2022-04-02,2021
Sebastian Richter,124.0,,"['DP Zitterbart', ' HR Smith', ' M Flau…']",8.0,,,3, … of Atmospheric and …,[HTML][HTML] Scaling the laws of thermal imaging–based whale detection,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,84.0,,"['CH van der Broeck', ' RW De Doncker…']",28.0,,,2, IEEE Applied …,Unified control of a buck converter for wide load range applications,,2014.0,stuttgart,2022-04-02,2021
Sebastian Richter,299.0,D,"['E Darlatt', ' CHH Traulsen', ' J Poppenberg…']",34.0,,,3, Journal of electron …,Evidence of click and coordination reactions on a self-assembled monolayer by synchrotron radiation based XPS and NEXAFS,,2012.0,stuttgart,2022-04-02,2021
Sebastian Richter,1186.0,A+,"['J Poppenberg', ' S Richter', ' E Darlatt', ' CHH Traulsen…']",39.0,,,4, Surface science,Successive coordination of palladium (II)-ions and terpyridine-ligands to a pyridyl-terminated self-assembled monolayer on gold,,2012.0,stuttgart,2022-04-02,2021
Sebastian Richter,148.0,,"['T Heinrich', ' CHH Traulsen', ' E Darlatt', ' S Richter…']",28.0,,,4, RSC Advances,[HTML][HTML] The versatility of “click” reactions: molecular recognition at interfaces,,2014.0,stuttgart,2022-04-02,2021
Sebastian Richter,299.0,D,"['V Sakin', ' SM Richter', ' HH Hsiao', ' H Urlaub…']",25.0,,,4, Journal of Biological …,[HTML][HTML] Sumoylation of the GTPase ran by the RanBP2 SUMO E3 ligase complex,,2015.0,stuttgart,2022-04-02,2021
Sebastian Richter,299.0,C,"['S Richter', ' J Poppenberg', ' CHH Traulsen…']",37.0,,,3, Journal of the …,Deposition of ordered layers of tetralactam macrocycles and ether rotaxanes on pyridine-terminated self-assembled monolayers on gold,,2012.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['R Ormazábal'],5.0,,,1,Toledo,Meisenheimer complexes as hidden intermediates in the aza-S N Ar mechanism,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,120.0,,"['CH van der Broeck', ' RW De Doncker…']",25.0,,,2, IEEE Energy …,"Discrete time modeling, implementation and design of current controllers",,2014.0,stuttgart,2022-04-02,2021
Sebastian Richter,61.0,A,"['P Meaney', ' A Hartov', ' S Bulumulla…']",11.0,,,3, Review of Scientific …,"A 4-channel, vector network analyzer microwave imaging prototype based on software defined radio technology",,2019.0,stuttgart,2022-04-02,2021
Sebastian Richter,133.0,,"['JS Richter', ' V Quenardelle', ' O Rouyer', ' JS Raul…']",33.0,,,4, Frontiers in …,[HTML][HTML] A systematic review of the complex effects of cannabinoids on cerebral and peripheral circulation in animal models,,2018.0,stuttgart,2022-04-02,2021
Sebastian Richter,152.0,,"['R Benavides', ' B Carvalho', ' CC Bastias…']",4.0,,,3, Global Ecology and …,The GenTree Leaf Collection: Inter‐and intraspecific leaf variation in seven forest tree species in Europe,,2021.0,stuttgart,2022-04-02,2021
Sebastian Richter,21.0,,"['RC Gerum', ' S Richter', ' A Winterl', ' C Mark', ' B Fabry…']",9.0,,,5, SoftwareX,[HTML][HTML] CameraTransform: A Python package for perspective corrections and image mapping,,2019.0,stuttgart,2022-04-02,2021
Sebastian Richter,333.0,,"['CHH Traulsen', ' E Darlatt', ' S Richter', ' J Poppenberg…']",25.0,,,4, Langmuir,Intermixed terpyridine-functionalized monolayers on gold: nonlinear relationship between terpyridyl density and metal ion coordination properties,,2012.0,stuttgart,2022-04-02,2021
Sebastian Richter,700.0,,"['J Poppenberg', ' S Richter', ' CHH Traulsen', ' E Darlatt…']",24.0,,,4, Chemical …,Programmable multilayers of nanometer-sized macrocycles on solid support and stimuli-controlled on-surface pseudorotaxane formation,,2013.0,stuttgart,2022-04-02,2021
Sebastian Richter,263.0,,"['SA Richter', ' J von Bloh', ' CP Dick…']",26.0,,,3, IEEE Power …,Control of a medium-voltage test generator,,2008.0,stuttgart,2022-04-02,2021
Sebastian Richter,281.0,,"['M Ludwig', ' CM Runge', ' N Friess', ' TL Koch', ' S Richter…']",4.0,,,5, Remote Sensing,Quality assessment of photogrammetric methods—A workflow for reproducible UAS orthomosaics,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,550.0,,"['K Banert', ' S Richter', ' D Schaarschmidt…']",21.0,,,3, Angewandte Chemie …,Well Known or New? Synthesis and Structure Assignment of Binary C2N14 Compounds Reinvestigated,,2013.0,stuttgart,2022-04-02,2021
Sebastian Richter,256.0,,"['R Gerum', ' S Richter', ' B Fabry', ' C Le Bohec…']",11.0,,,4, Journal of physics D …,Structural organisation and dynamics in king penguin colonies,,2018.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter'],79.0,,,1, From Hellenism to Islam: Cultural and Linguistic …,"Greek, Coptic and the 'language of the Hijra': the rise and decline of the Coptic language in late antique and medieval Egypt",,2009.0,stuttgart,2022-04-02,2021
Sebastian Richter,299.0,C,"['S Richter', ' CHH Traulsen', ' T Heinrich…']",21.0,,,3, The Journal of …,Sequence-programmable multicomponent multilayers of nanometer-sized tetralactam macrocycles on gold surfaces,,2013.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['C Marczok', ' M Martina', ' M Laumen…']",5.0,,,3, CIPS,SiCmodul-Modular high-temperature SiC power electronics for fail-safe power control in electrical drive engineering,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,299.0,C,"['M Schlesinger', ' A Pathak', ' S Richter…']",15.0,,,3, European Journal of …,Salicylate‐Functionalized Bismuth Oxido Clusters: Hydrolysis Processes and Microbiological Activity,,2014.0,stuttgart,2022-04-02,2021
Sebastian Richter,332.0,,"['M Holzweber', ' T Heinrich', ' V Kunz', ' S Richter…']",15.0,,,4, Analytical …,Principal component analysis (PCA)-assisted time-of-flight secondary-ion mass spectrometry (ToF-SIMS): a versatile method for the investigation of self-assembled …,,2014.0,stuttgart,2022-04-02,2021
Sebastian Richter,158.0,,"['J Felinks', ' S Richter', ' B Lachmann…']",14.0,,,3, Applied Thermal …,Particle–particle heat transfer coefficient in a binary packed bed of alumina and zirconia-ceria particles,,2016.0,stuttgart,2022-04-02,2021
Sebastian Richter,333.0,,"['CHH Traulsen', ' V Kunz', ' T Heinrich', ' S Richter…']",16.0,,,4, Langmuir,Synthesis and coordinative layer-by-layer deposition of pyridine-functionalized gold nanoparticles and tetralactam macrocycles on silicon substrates,,2013.0,stuttgart,2022-04-02,2021
Sebastian Richter,171.0,,"['S Richter', ' S Pojtinger', ' D Mönnich', ' OS Dohm…']",10.0,,,4, Current Directions in …,Influence of a transverse magnetic field on the dose deposited by a 6 MV linear accelerator,,2017.0,stuttgart,2022-04-02,2021
Sebastian Richter,105.0,,"['S Richter', ' RC Gerum', ' W Schneider…']",10.0,,,3, Methods in Ecology …,A remote‐controlled observatory for behavioural and ecological research: A case study on emperor penguins,,2018.0,stuttgart,2022-04-02,2021
Sebastian Richter,299.0,D,"['E Darlatt', ' A Nefedov', ' CHH Traulsen…']",15.0,,,3, Journal of electron …,"Interpretation of experimental NK NEXAFS of azide, 1, 2, 3-triazole and terpyridyl groups by DFT spectrum simulations",,2012.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['S Richter '],54.0,,,1,,[BOOK][B] Digitaler Realismus,,2015.0,stuttgart,2022-04-02,2021
Sebastian Richter,259.0,A+,"['R Pop', ' L Mertz', ' A Ilyes', ' D Mihoc', ' JS Richter…']",21.0,,,5, Journal of …,Beam hardening artifacts of liquid embolic agents: comparison between Squid and Onyx,,2019.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['D Hirschmann', ' S Richter', ' C Dick…']",16.0,,,3,,Unified control strategy covering CCM and DCM for a synchronous buck converter,,2007.0,stuttgart,2022-04-02,2021
Sebastian Richter,216.0,C,"['SA Richter', ' P Gaertner', ' D Hirschmann…']",15.0,,,3, European …,Design of a PWM current source rectifier for high power induction melting applications,,2009.0,stuttgart,2022-04-02,2021
Sebastian Richter,57.0,,"['P Meaney', ' A Hartov', ' T Raynolds', ' C Davis', ' S Richter…']",4.0,,,5, Sensors,"Low cost, high performance, 16-channel microwave measurement system for tomographic applications",,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['A Dannecker', ' S Richter', ' U Lechner', ' N Dressner… ']",15.0,,,4,,Towards World of Warcraft as an experiment platform for teams,,2008.0,stuttgart,2022-04-02,2021
Sebastian Richter,5.0,,"['R Pop', ' O Harsan', ' I Martin', ' D Mihoc…']",10.0,,,4, Interventional …,Balloon-assisted coiling of intracranial aneurysms using the Eclipse 2L double lumen balloon,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,58.0,,"['BA Behrens', ' G Poll', ' K Möhwald', ' S Schöler', ' F Pape…']",1.0,,,5, Nanomaterials,Characterization and Modeling of Nano Wear for Molybdenum-Based Lubrication Layer Systems,,2021.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['J Kossowski', ' A Lenz', ' E Heumüller…']",3.0,,,3, UK Academy for …,Digital fitness-The goal of digital transformation,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,333.0,,"['P Stolzenburg', ' B Hämisch', ' S Richter', ' K Huber…']",5.0,,,4, Langmuir,Secondary particle formation during the nonaqueous synthesis of metal oxide nanocrystals,,2018.0,stuttgart,2022-04-02,2021
Sebastian Richter,259.0,A+,"['S Richter', ' S Brendelberger…']",3.0,,,2, Journal of …,Demonstration Reactor System for the Indirect Solar-Thermochemical Reduction of Redox Particles—The Particle Mix Reactor,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,122.0,,"['S Richter', ' U Lechner']",11.0,,,2, International Conference on Organizational …,Transactive memory systems and shared situation awareness: A world of warcraft experiment,,2009.0,stuttgart,2022-04-02,2021
Sebastian Richter,60.0,A+,['TS Richter'],31.0,,,1, The journal of juristic papyrology,What's in a story? Cultural narratology and coptic child donation documents,,2005.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],26.0,,,1,,Language choice in the Qurra dossier,,2010.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['E Heumüller', ' S Richter', ' U Lechner']",8.0,,,3, ISCRAM,"Training, test and experimentation: A classification of command post exercises.",,2013.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['E Heumüller', ' S Richter', ' U Lechner']",10.0,,,3, ISCRAM,Towards a framework for command post exercises.,,2012.0,stuttgart,2022-04-02,2021
Sebastian Richter,299.0,C,"['ID Borcia', ' R Borcia', ' W Xu', ' M Bestehorn…']",3.0,,,4, European Journal of …,Undular bores in a large circular channel,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,1.0,,"['R Pop', ' D Mihoc', ' M Manisor', ' JS Richter…']",13.0,,,4, Case …,Mechanical thrombectomy for repeated cerebral tumor embolism from a thoracic sarcomatoid carcinoma,,2017.0,stuttgart,2022-04-02,2021
Sebastian Richter,771.0,C,"['S Richter', ' U Lechner']",8.0,,,2, Proceedings of the International Conference …,Communication content relations to coordination and trust over time: a computer game perspective,,2011.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['E Grossman', ' TS Richter']",17.0,,,2,,"The Egyptian-Coptic language: Its setting in space, time and culture",,2015.0,stuttgart,2022-04-02,2021
Sebastian Richter,60.0,,"['SA Richter', ' B Bader…']",8.0,,,2, The International …,Control of a high power PWM current source rectifier,,2010.0,stuttgart,2022-04-02,2021
Sebastian Richter,68.0,,"['DP Zitterbart', ' S Richter', ' G Spiekermann…']",7.0,,,3, Antarctic …,Are environmental factors responsible for changed breeding behaviour in emperor penguins?,,2014.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['C Sander', ' P Lüningschröer', ' P Spiekermann… ']",31.0,,,3,,Der Kader,,1989.0,stuttgart,2022-04-02,2021
