AUTHOR_NAME,JOU_RATING_SCIMAGO,JOU_RATING_VHB,PUB_AUTHORS,PUB_CITATIONS,PUB_DOI,PUB_ISBN,PUB_NUMBER_AUTHORS,PUB_PUBLISHER,PUB_TITLE,PUB_TYPE,PUB_YEAR,SITE,UPDATED,YEAR_STORED
Sebastian Richter,263.0,,"['D Hirschmann', ' CP Dick', ' S Richter…']",8.0,,,3, IEEE Power …,Design of a contactless rotary energy transmission for an industrial application,,2008.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['SM Richter'],3.0,,,1,,"Specificity, positive predictive value and validation statistics in the context of CoViD-19",,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,23.0,,"['J Kossowski', ' E Heumüller…']",1.0,,,2, IEEE International …,Digital Fitness-Goal for the Chief Digital Officer,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],15.0,,,1,,Cultivation of monastic estates in late antique and early Islamic Egypt: some evidence from Coptic land leases and related documents,,2009.0,stuttgart,2022-04-02,2021
Sebastian Richter,129.0,C,"['CP Dick', ' H van der Broeck', ' SA Richter…']",7.0,,,3, IEEE …,Design and implementation of a modular interactive inverter system as teaching project,,2006.0,stuttgart,2022-04-02,2021
Sebastian Richter,11.0,,['TS Richter'],14.0,,,1, ambix,What kind of alchemy is attested by tenth-century Coptic manuscripts?,,2009.0,stuttgart,2022-04-02,2021
Sebastian Richter,3.0,,"['S Richter', ' E Heumüller', ' U Lechner']",6.0,,,3, Bled eConference,Concepts for Command & Control Effectiveness in German Disaster Response.,,2010.0,stuttgart,2022-04-02,2021
Sebastian Richter,9.0,,['TS Richter'],12.0,,,1, Zeitschrift für Ägyptische Sprache und Altertumskunde,Neue koptische medizinische Rezepte,,2014.0,stuttgart,2022-04-02,2021
Sebastian Richter,93.0,A,"['S Richter', ' I Rocha']",5.0,,,2, Discrete Applied Mathematics,[HTML][HTML] Absolute algebraic connectivity of double brooms and trees,,2016.0,stuttgart,2022-04-02,2021
Sebastian Richter,58.0,,['TS Richter'],14.0,,,1, Lingua Aegyptia,'Spoken'Sahidic. Gleanings from non-literary texts,,2006.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['E Grossman', ' M Haspelmath', ' TS Richter ']",12.0,,,3,,[BOOK][B] Egyptian-Coptic linguistics in typological perspective,,2014.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['SM Richter', ' A Zellmer', ' M Hecht', ' P Rauch ']",2.0,,,4,,The challenges of serology-towards reliable SARS-CoV-2 antibody assays,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['R Gerum', ' S Richter', ' A Winterl', ' B Fabry…']",4.0,,,4, arXiv preprint arXiv …,Cameratransform: a scientific python package for perspective camera corrections,,2017.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['M Radonjic'],3.0,,,1,Simic,Reference Model and Architecture for the Post-Platform Economy,,2019.0,stuttgart,2022-04-02,2021
Sebastian Richter,198.0,,"['S Richter', ' M Bestehorn']",4.0,,,2, The European Physical Journal Special Topics,Thin-film Faraday patterns in three dimensions,,2017.0,stuttgart,2022-04-02,2021
Sebastian Richter,299.0,C,"['N Disma', ' K Virag', ' T Riva', ' J Kaufmann…']",,,,4, British Journal of …,[HTML][HTML] Corrigendum to 'Difficult tracheal intubation in neonates and infants. NEonate and Children audiT of Anaesthesia pRactice IN Europe (NECTARINE): a …,,2021.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['R Benavides', ' B Carvalho', ' CC Bastias… ']",2.0,,,3,,The GenTree leaf collection: inter-and intraspecific variation of leaf traits in seven forest tree species across Europe,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['S Richter '],4.0,,,1,,34. Die koptischen Paginae von P. Yale Inv. 1804. Mit einem Anhang zu den koptischen Pachturkunden,,2009.0,stuttgart,2022-04-02,2021
Sebastian Richter,191.0,,"['M Biskoping', ' S Richter…']",4.0,,,2, … on Renewable Energy …,Inverter based testbench for photovoltaic inverters in compliance with medium-voltage grid codes,,2012.0,stuttgart,2022-04-02,2021
Sebastian Richter,12.0,,"['A Winterl', ' S Richter', ' A Houstin', ' AP Nesterova…']",,,,4, HardwareX,[HTML][HTML] micrObs–A customizable time-lapse camera for ecological studies,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['T Ernst', ' PG Cantó', ' S Richter', ' N Sennewald', ' J Tieke ']",11.0,,,5,,[BOOK][B] SUBversionen: zum Verhältnis von Politik und Ästhetik in der Gegenwart,,2015.0,stuttgart,2022-04-02,2021
Sebastian Richter,198.0,,"['R Pop', ' Z Aloraini', ' D Mihoc', ' H Burta', ' M Manisor…']",4.0,,,5, World Neurosurgery,Embolization of very small (≤ 3 mm) unruptured intracranial aneurysms: A large single-center experience on treatment of unruptured versus ruptured cases,,2019.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['J Caroff', ' L Aubert', ' C Lavenu']",,,,3,,Antithrombotic therapies for neurointerventional surgery: a 2021 French comprehensive national survey,,2022.0,stuttgart,2022-04-02,2021
Sebastian Richter,5.0,,"['A Delattre', ' B Liebrenz', ' TS Richter…']",23.0,,,3, Chronique d' …,Écrire en arabe et en copte. Le cas de deux lettres bilingues,,2012.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['ID Borcia', ' R Borcia', ' S Richter', ' W Xu', ' M Bestehorn…']",1.0,,,5, PAMM,Horizontal Faraday instability in a circular channel,,2019.0,stuttgart,2022-04-02,2021
Sebastian Richter,60.0,A+,"['TS Richter', ' G Schmelz']",6.0,,,2, The Journal of Juristic Papyrology,Der spätkoptische Arbeitsvertrag. P. Heid. inv. kopt. 541,,2010.0,stuttgart,2022-04-02,2021
Sebastian Richter,7.0,,['TS Richter'],4.0,,,1, Studies in Coptic Culture: Transmission and …,Toward a sociohistorical approach to the corpus of Coptic medical texts,,2016.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],18.0,,,1,,"[BOOK][B] Rechtssemantik und forensische Rhetorik: Untersuchungen zu Wortschatz, Stil und Grammatik der Sprache koptischer Rechtsurkunden",,2008.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['K Banert', ' S Richter', ' D Schaarschmidt…']",7.0,,,3, Angewandte …,Wohlbekannt oder neu? Eine erneute Untersuchung der Synthese und Strukturzuordnung binärer C2N14‐Verbindungen,,2013.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['U Wilcken', ' JLFB Kramer', ' HMB McGing', ' G Poethke… ']",2.0,,,4,,Archiv für Papyrusforschung,,1908.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter'],5.0,,,1, Papyrology and the history of early Islamic Egypt,O. Crum Ad. 15 and the emergence of Arabic words in Coptic legal documents,,2004.0,stuttgart,2022-04-02,2021
Sebastian Richter,66.0,A,"['J Harant', ' S Richter']",3.0,,,2, Discrete Mathematics,[HTML][HTML] A new eigenvalue bound for independent sets,,2015.0,stuttgart,2022-04-02,2021
Sebastian Richter,195.0,,"['CP Dick', ' M Biskoping', ' SA Richter…']",2.0,,,3, IEEE Industry …,Variable-Frequency Pulse-Width Modulation for an Improved Grid-Connected Converter Efficiency,,2008.0,stuttgart,2022-04-02,2021
Sebastian Richter,3.0,,"['E Heumüller', ' S Richter', ' U Lechner']",2.0,,,3, Bled eConference,Towards a conceptual model of staffs in disaster response organizations.,,2012.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['EV Dzyuba', ' J Poppenberg', ' S Richter…']",2.0,,,3, … : From Molecules to …,Mass Spectrometry and Gas‐Phase Chemistry of Supermolecules: A Primer,,2012.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['A Houstin', ' DP Zitterbart', ' A Winterl', ' S Richter…']",,,,4, bioRxiv,Biologging of emperor penguins–attachment techniques and associated deployment performance,,2021.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['PM Eggenhofer', ' RK Huber', ' U Lechner…']",2.0,,,3, ICCRTS: for …,"The Effects of Individual and Team Characteristics, Organizational Design, Team Building and Trust on the Performance of Small Networked Teams",,2008.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['PM Eggenhofer', ' RK Huber', ' S Richter']",2.0,,,3, ICCRTS: for Complex …,Communication Processes and Patterns in High-Performing Networked Teams–A Qualitative Analysis,,2008.0,stuttgart,2022-04-02,2021
Sebastian Richter,60.0,A+,['TS Richter'],16.0,,,1, The journal of juristic papyrology,Arabische Lehnworte und Formeln in koptischen Rechtsurkunden,,2001.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],4.0,,,1,,[BOOK][B] The master spoke:“Take one of 'the sun'and one unit of Almulgam.” Hitherto unnoticed Coptic papyrological evidence for early Arabic alchemy,,2015.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter'],14.0,,,1, Enchoria,Weitere Beobachtungen am koptischen Kambyses-Roman,,1999.0,stuttgart,2022-04-02,2021
Sebastian Richter,75.0,,"['J Vieten', ' D Gubán', ' M Roeb', ' B Lachmann…']",,,,4, AIP Conference …,Ammonia and nitrogen-based fertilizer production by solar-thermochemical processes,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['S Richter '],,,,1,,Direct numerical simulation of nonlinear pattern formation on the surface of liquid films,,2021.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter'],3.0,,,1,,Early encounters: Egyptian-Coptic studies and comparative linguistics in the century from Schlegel to Finck,,2015.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['S Richter '],5.0,,,1,,"Zwei Urkunden des koptischen Notars David, des Sohnes des Psate",,1998.0,stuttgart,2022-04-02,2021
Sebastian Richter,299.0,D,"['L Berkes', ' N Gonis', "" A BOUD'HORS…""]",1.0,,,3, Journal of Coptic …,Monastic Wine Distributions in the Eighth Century Papyri from the Catholic University of America,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],4.0,,,1,,"Borrowing into Coptic, the other story. Arabic words in Coptic texts",,2017.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],3.0,,,1,,OBM EA 20300: in search of the latest dated Demotic ostracon,,2013.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['S Polis', ' L Desert', ' P Dils', ' J Grotenhuis…']",1.0,,,4, Égypte nilotique et …,The Thot Sign List (TSL). An open digital repertoire of hieroglyphic signs,,2021.0,stuttgart,2022-04-02,2021
Sebastian Richter,8.0,,['TS Richter'],3.0,,,1, Journal of juristic papyrology,Coptic papyri and juristic papyrology,,2013.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],3.0,,,1,,On the fringes of Egyptian language and linguistics. Verb borrowing from Arabic into Coptic,,2015.0,stuttgart,2022-04-02,2021
Sebastian Richter,299.0,D,"['K Dosoo', ' MA EISSA', ' R DEKKER', ' S KIM…']",3.0,,,4, Journal of Coptic …,Zōdion and Praxis. An Illustrated Coptic Magical Papyrus in the Macquarie University Collection,,2018.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['EM Borba', ' S Richter', ' E Fritscher', ' C Hoppen']",1.0,,,4, arXiv preprint arXiv …,The -spectral radius of the Laplacian,,2016.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['SD Geimer', ' KD Paulsen', ' PM Meaney…']",1.0,,,3,,Interplay between iteration step size and spatial filtering in microwave tomography,,2016.0,stuttgart,2022-04-02,2021
Sebastian Richter,100.0,,"['S Richter', ' I Rocha']",1.0,,,2, Linear Algebra and its Applications,Layout of random circulant graphs,,2018.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['S Richter '],1.0,,,1,,Heat Transfer Between Particles in a Heat Recovery System for Solar Thermochemical Cycles-Experimental Investigation,,2015.0,stuttgart,2022-04-02,2021
Sebastian Richter,111.0,,['TS Richter'],3.0,,,1, Journal of the Canadian Society for Coptic …,"Whatever in the Coptic language is not Greek, can wholly be considered Ancient Egyptian”: recent approaches towards an integrated view of the Egyptian …",,2017.0,stuttgart,2022-04-02,2021
Sebastian Richter,15.0,,"['E Heumüller', ' S Richter']",3.0,,,2, Wirtschaftsinformatik & Management,Das Blockchain-Ökosystem als Analyse-Ansatz,,2018.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['P Eggenhofer', ' RK Huber', ' B Katzy…']",1.0,,,3, Poster presentation at …,Towards a research agenda for collaborative crisis response management,,2009.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['KU Barthel', ' S Richter', ' A Goyal…']",1.0,,,3, … Workshop on Metadata …,Improved image retrieval using visual sorting and semi-automatic semantic categorization of images,,2008.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],2.0,,,1,,Daily life: Documentary evidence,,2014.0,stuttgart,2022-04-02,2021
Sebastian Richter,8.0,,"['JL Fournet', ' TS Richter']",8.0,,,2, Archiv für Papyrusforschung und verwandte …,Une misthôsis copte d'Aphrodité (P. Lond. inv. 2849): le plus ancien acte notarié en copte?,,2012.0,stuttgart,2022-04-02,2021
Sebastian Richter,60.0,A+,['TS Richter'],9.0,,,1, The journal of juristic papyrology,Koptische Mietverträge über Gebäude und Teile von Gebäuden,,2002.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['S Bickel', ' HW Fischer']",3.0,,,2,Elfert,Ägyptologen und Ägyptologien zwischen Kaiserreich und Gründung der beiden deutschen Staaten,,,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['E Heumüller', ' S Richter', ' U Lechner']",3.0,,,3, Proceedings der …,Ein konzeptionelles Stabsmodell für die Entwicklung von Stabsrahmenübungen,,2014.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['S Richter', ' L Schmidt', ' E Heumüller ']",,,,3,,Fair is Fair: A Fair Value Distribution Mechanism for Cloud Manufacturing Ecosystems,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['M Almond', ' J Hagen', ' K John', ' TS Richter', ' V Walter ']",7.0,,,5,,Kontaktinduzierter Sprachwandel des Ägyptisch-Koptischen: Lehnwort-Lexikographie im Projekt Database and Dictionary of Greek Loanwords in Coptic (DDGLC),,2013.0,stuttgart,2022-04-02,2021
Sebastian Richter,60.0,A+,['TS Richter'],9.0,,,1, The journal of juristic papyrology,"Spätkoptische Rechtsurkunden neu bearbeitet (III): P. Lond. Copt. I 487, Arabische Pacht in koptischem Gewand",,2003.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],2.0,,,1,,The law of Coptic legal documents,,2014.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],2.0,,,1,,Byzantine sales: some aspects of the development of legal instruments in the later Roman and Byzantine period,,2014.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],4.0,,,1,,Miscellanea magica,,2002.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['S Richter '],3.0,,,1,,Wirklichkeit und Virtualität als Bildmotive: die Inszenierung des Verhältnisses von virtuellen Realitäten zur'echten'Wirklichkeit im Film am Beispiel von The …,,2005.0,stuttgart,2022-04-02,2021
Sebastian Richter,431.0,B,['TS Richter'],2.0,,,1, The Bulletin of the American Society of Papyrologists,P. Lips. inv. 250 and 260 Two 10th/11th-Century Coptic Texts,,2008.0,stuttgart,2022-04-02,2021
Sebastian Richter,23.0,,['TS Richter'],2.0,,,1, The Encyclopedia of Ancient History,"Alphabets and scripts, Late Antiquity",,2013.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter'],2.0,,,1, Wiener Zeitschrift für die Kunde des …,"Stadler, Martin Andreas, Isis, das göttliche Kind und die Weltordnung. Neue religiöse Texte aus dem Fayum nach dem Papyrus Wien D 12006 recto, Wien 2004",,2008.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['S Richter', ' T Straub', ' C Lucke']",2.0,,,3, Multikonferenz Wirtschaftsinformatik,Information Security Awareness–eine konzeptionelle Neubetrachtung,,2018.0,stuttgart,2022-04-02,2021
Sebastian Richter,195.0,D,['TS Richter'],2.0,,,1, Journal of Coptic Studies,Medical Care on the Theban Westbank in Late Antiquity,,2018.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS RICHTER '],2.0,,,1,,A Hitherto Unknown Coin of Ascalon,,1994.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],7.0,,,1,,Naturoffenbarung und Erkenntnisritual: Diskurs und Praxis spätantiker Naturwissenschaft am Beispiel der Alchemie,,2010.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],6.0,,,1,,"""... auch wenn wir nicht an das Maß der seligen Anna heranreichten..."" Kindesschenkungen an ein oberägyptisches Kloster im 8. Jh. n. Chr. und ihr narrativer …",,2011.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['T Ernst', ' PG Cantó', ' S Richter', ' N Sennewald', ' J Tieke']",3.0,,,5, SUBversionen,SUBversionen. Eine Einführung,,2015.0,stuttgart,2022-04-02,2021
Sebastian Richter,58.0,,['TS Richter'],7.0,,,1, Lingua Aegyptia,Alte Isoglossen im Rechtswortschatz koptischer Urkunden,,2002.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['SC Richter', ' D Schoerling', ' SSI Schlachter…']",,,,3, … : virtual edition,Bending radius limits of different coated REBCO conductor tapes-an experimental investigation with regard to HTS undulators,,2021.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],6.0,,,1,,Koptische Rechtsurkunden als Quellen der Rechtspraxis im byzantinischen und frühislamischen Ägypten,,2010.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['S Richter'],2.0,,,1, Digitaler Realismus,PROLOG,,2015.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['C Mark', ' T Czerwinski', ' S Roessner', ' A Mainka', ' F Hörsch…']",,,,5, bioRxiv,Cryopreservation impairs cytotoxicity and migration of NK cells in 3-D tissue: Implications for cancer immunotherapy,,2019.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],6.0,,,1,,Zur Sprache thebanischer Rechtsurkunden: Auffällige Konstruktionen im Bereich der Zweiten Tempora,,2004.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['S Richter', ' E Heumüller']",1.0,,,2, Marktforschung für die Smart Data World,Ansatz für ein faires Beteiligungsmodell am Datenerlös,,2020.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],1.0,,,1,,Recent Research in Coptic Papyrology (2004-2008),,2016.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],1.0,,,1,,Greek and Coptic in the Byzantine era,,2014.0,stuttgart,2022-04-02,2021
Sebastian Richter,60.0,A+,['TS Richter'],6.0,,,1, The journal of juristic papyrology,Spätkoptische Rechtsurkunden neu bearbeitet: BM Or. 4917 (15) und P. Med. Copto inv. 69.69,,1999.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,['TS Richter '],1.0,,,1,,Magical texts in the Papyrus Collection of the Université de Strasbourg,,2014.0,stuttgart,2022-04-02,2021
Sebastian Richter,,,"['SM Richter', ' F Jin', ' E Maurer', ' A Flotho', ' F Gräter…']",,,,5,,SUMO's Intrinsically Disordered N-Terminus is an Intramolecular Inhibitor of SUMO-SIM Interactions,,,stuttgart,2022-04-02,2021
Sebastian Richter,,,['SJ Richter '],,,,1,,[HTML][HTML] Analyse der rettungsmedizinischen Situation im deutsch-finnischen Vergleich mit Schwerpunkt auf Reanimationen und pädiatrische Notfälle unter …,,2022.0,stuttgart,2022-04-02,2021
